origin,destination,type,f_iberia,demand_pax_week,pax_served_week,price_eur,op_cost_per_pax,margin_per_pax,total_revenue_week,total_op_cost_week,total_margin_week
EZE,MAD,transatlantic,0.3102117103394081,550.6405714285714,170.81515344512616,505.2736070907173,73.22726518959945,432.04634190111784,86308.38872697325,12508.326539728376,73800.06218724488
JFK,MAD,transatlantic,0.3680708713446629,711.3587142857143,261.83042180576194,320.9464165346327,113.97283502011902,206.97358151451368,84033.53561831065,29841.55546771628,54191.98015059437
MAD,JFK,transatlantic,0.3722743207129784,703.3265714285715,261.83042161795953,320.8183708867035,115.27442554774409,205.54394533895942,84000.0093120525,30182.35144293392,53817.65786911857
MEX,MAD,transatlantic,0.2140368765670891,441.60585714285713,94.5199383365893,448.0052409163106,40.15025772635734,407.85498318995326,42345.427745878515,3794.999884493464,38550.42786138505
BCN,MAD,regional,0.1715730081851485,3596.4700000000003,617.057176747641,74.33915639906051,12.079119293642409,62.26003710541811,45871.50996940561,7453.507248932945,38418.00272047267
MAD,BCN,regional,0.1716416026860892,3595.032714285714,617.0571767889213,73.67378499776966,12.083946994404265,61.589838003365394,45460.93777407773,7456.486216834067,38004.451557243665
MAD,LHR,regional,0.2533497924412758,1132.747714285714,286.9813983026152,141.94489605840718,34.877538370067974,107.0673576883392,40735.54475276107,10009.204730795222,30726.340021965843
LHR,MAD,regional,0.2524071379537828,1136.9781428571428,286.9813989545786,137.0827258118471,34.74776690031249,102.33495891153461,39340.1924259908,9971.96275559928,29368.229670391524
MAD,GRU,transatlantic,0.5498584749413372,208.9757142857143,114.90706755691949,460.7675545384444,225.79893006241113,234.96862447603328,52945.448517385616,25945.892910961615,26999.555606424
GRU,MAD,transatlantic,0.5773551351967988,209.78914285714288,121.12283893710627,442.80227412916776,224.92342159093874,217.878852538229,53633.468530331564,27243.363366542122,26390.105163789438
BIO,MAD,regional,0.2026885906411025,849.1658571428571,172.1162308048295,79.29015147185783,15.520270356437733,63.76988111542009,13647.122011280175,2671.2904348219904,10975.831576458184
MAD,BIO,regional,0.2026480894173349,849.3355714285715,172.11623082418038,79.06672900371547,15.517168297498927,63.54956070621654,13608.667379716408,2670.7565204299794,10937.910859286429
MAD,VLC,regional,0.1848488931878113,773.2588571428571,142.93604389052902,72.54035604379727,12.995929253606986,59.544426790190286,10368.63151531081,1857.5867141917784,8511.044801119031
VLC,MAD,regional,0.1857228815144849,769.62,142.93604407117786,69.46966420185969,13.057376463533949,56.41228773832574,9929.718983966943,1866.369737645649,8063.349246321294
