origin,destination,type,f_iberia,demand_pax_week,pax_served_week,price_eur,op_cost_per_pax,margin_per_pax,total_revenue_week,total_op_cost_week,total_margin_week
EZE,MAD,transatlantic,0.3219552955689922,550.6405714285714,177.2816479265645,505.2736070907173,76.87504988220485,428.39855720851244,89575.73771884182,13628.535527554122,75947.2021912877
JFK,MAD,transatlantic,0.378040280613313,711.3587142857143,268.922247965297,320.9464165346327,116.0626127517241,204.88380378290861,86309.6318109,31211.81872591939,55097.813084980604
MAD,JFK,transatlantic,0.3823575829486889,703.3265714285715,268.922247875017,320.8183708867035,117.38809652969313,203.43027435701038,86275.19745845321,31568.270792534557,54706.926665918654
BCN,MAD,regional,0.2266213825313152,3596.4700000000003,815.0370036323992,74.33915639906051,16.624783338926026,57.71437306013449,60589.16328405058,13549.813598596102,47039.34968545448
MAD,BCN,regional,0.2267119853052592,3595.032714285714,815.0370038930689,73.67378499776966,16.631424136415852,57.04236086135381,60046.86099004431,13555.226098619247,46491.63489142506
MEX,MAD,transatlantic,0.2245248566449282,441.60585714285713,99.15149176856063,448.0052409163106,43.59285524760998,404.4123856687006,44420.38795698559,4322.296628251456,40098.09132873414
MAD,LHR,regional,0.289748971925487,1132.747714285714,328.2124856652309,141.94489605840718,35.28116293050119,106.663733127906,46588.08716282265,11579.718182579796,35008.368980242856
LHR,MAD,regional,0.2886708860440847,1136.9781428571428,328.21248791132933,137.0827258118471,35.149878815785925,101.93284699606117,44992.26248837294,11536.62917591083,33455.63331246211
GRU,MAD,transatlantic,0.5924030815678751,209.78914285714288,124.27973470805462,442.80227412916776,224.9234202555509,217.87885387361686,55031.34915689625,27953.422998988142,27077.926157908103
MAD,GRU,transatlantic,0.5498585342640873,208.9757142857143,114.90707995393355,460.7675545384444,225.79892188808853,234.9686326503559,52945.454229527466,25945.894770906583,26999.559458620883
BIO,MAD,regional,0.2601524430610384,849.1658571428571,220.91257229973502,79.29015147185783,16.823683826894214,62.466467644963615,17516.191319683734,3716.5632697566507,13799.628049927083
MAD,BIO,regional,0.2601004595532136,849.3355714285715,220.91257244346272,79.06672900371547,16.820310592272037,62.24641841144343,17466.834498900927,3715.8180822368395,13751.016416664088
MAD,VLC,regional,0.2455787777965645,773.2588571428571,189.89596505751112,72.54035604379727,15.124818338022342,57.41553770577493,13775.120916552343,2872.141974618294,10902.978941934049
VLC,MAD,regional,0.2467399064516982,769.62,189.89596680335595,69.46966420185969,15.1963306757371,54.273333526122585,13192.009047116631,2885.721905532592,10306.28714158404
SVQ,MAD,regional,0.2549037119678574,181.70557142857143,46.31742464238351,67.17648830276391,7.6180714876541105,59.5584168151098,3111.441934703225,352.84945204970967,2758.592482653515
