origin,destination,type,f_iberia,demand_pax_week,pax_served_week,price_eur,op_cost_per_pax,margin_per_pax,total_revenue_week,total_op_cost_week,total_margin_week
EZE,MAD,transatlantic,0.3219546652131062,550.6405714285714,177.2813008270392,505.2736070907173,76.87510927088134,428.39849781983594,89575.56233861265,13628.519372762625,75947.04296585002
JFK,MAD,transatlantic,0.3780401559162281,711.3587142857143,268.922159260939,320.9464165346327,116.06261119891028,204.88380533572243,86309.60334155416,31211.80801307379,55097.79532848037
MAD,JFK,transatlantic,0.3823574569139241,703.3265714285715,268.922159231418,320.8183708867035,117.38807162368862,203.4302992630149,86275.1690199582,31568.25368905469,54706.9153309035
BCN,MAD,regional,0.2266244025518097,3596.4700000000003,815.0478650455071,74.33915639906051,16.62470974539252,57.71444665366799,60589.97071233832,13549.934184983409,47040.03652735491
MAD,BCN,regional,0.2267150064839336,3595.032714285714,815.0478651292391,73.67378499776966,16.631357259362538,57.04242773840712,60047.66117842272,13555.35222844511,46492.30894997761
MEX,MAD,transatlantic,0.2245250046772212,441.60585714285713,99.15155714048828,448.0052409163106,43.592672610742845,404.41256830556773,44420.417243951786,4322.281369270668,40098.13587468112
MAD,LHR,regional,0.2897493298558543,1132.747714285714,328.2128911100363,141.94489605840718,35.281157870429546,106.66373818797763,46588.14471364342,11579.730826363293,35008.41388728012
LHR,MAD,regional,0.2886712413092946,1136.9781428571428,328.2128918401079,137.0827258118471,35.14989268430344,101.93283312754366,44992.31786003094,11536.647925784684,33455.66993424625
GRU,MAD,transatlantic,0.5924052843661634,209.78914285714288,124.2801968312194,442.80227412916776,224.92342328559405,217.8788508435737,55031.553786084536,27953.527317885306,27078.026468199234
MAD,GRU,transatlantic,0.5498584578537244,208.9757142857143,114.9070639860234,460.7675545384444,225.7989401358185,234.96861440262592,52945.44687203256,25945.893262162765,26999.553609869796
BIO,MAD,regional,0.2601525812421175,849.1658571428571,220.91268963838948,79.29015147185783,16.823675146691883,62.46647632516594,17516.20062348342,3716.5633262582305,13799.637297225188
MAD,BIO,regional,0.2601005975924852,849.3355714285715,220.91268968512637,79.06672900371547,16.82031278976372,62.24641621395175,17466.843768815776,3715.8205397318347,13751.023229083941
MAD,VLC,regional,0.2455789576708284,773.2588571428571,189.89610414687886,72.54035604379727,15.124814654306173,57.4155413894911,13775.1310061446,2872.1433787963642,10902.987627348237
VLC,MAD,regional,0.2467400856471544,769.62,189.896104715763,69.46966420185969,15.196332077146366,54.27333212471332,13192.018627845238,2885.7242674172944,10306.294360427944
SVQ,MAD,regional,0.2549051099904941,181.70557142857143,46.317678670885584,67.17648830276391,7.6180279719231025,59.55846033084081,3111.458999445923,352.84937170935245,2758.6096277365705
