origin,destination,demand_pax_week,yield_cents_per_km,yield_eur_per_km,yield_source,price_source,distance_km,price_eur,travel_time_min,direct_utility,alternative_utility,utility_gap_direct_minus_alt,direct_share_bound,direct_op_cost_per_pax_eur,direct_margin_per_pax_eur,market_potential_pax_week,market_potential_revenue_week,market_potential_margin_week
BIO,PMI,311.4317142857143,10.715555555555556,0.10715555555555556,via_mad,via_mad_avg_radial_price,628.7467435782427,69.19488247391857,97.1560057683682,-3.3270177648457357,-4.315157036463294,0.9881392716175581,0.1829081529290178,80.43416599559896,-11.239283521680392,56.96339962351761,3941.575742264158,-640.2277987274965
BIO,SVQ,274.6717142857143,16.598888888888887,0.16598888888888885,via_mad,via_mad_avg_radial_price,701.1435398082476,72.76835980748578,102.58576548561857,-3.507082505862087,-5.086078544235273,1.5789960383731865,0.2878373810070522,84.92939190530512,-12.161032097819344,79.06078687671733,5753.123786107916,-961.4607668866138
BIO,TFN,151.08014285714287,6.0311111111111115,0.060311111111111114,via_mad,via_mad_avg_radial_price,2038.482091163907,93.103795029668,202.88615683729302,-5.919799037339221,-9.972187642177852,4.052388604838631,0.8274243447136259,167.96675293719247,-74.86295790752446,125.00738820281244,11638.662248428787,-9358.422841156716
BRU,AGP,258.1577142857143,9.231111111111112,0.09231111111111112,via_mad,via_mad_avg_radial_price,1735.4787809078318,89.92224813506965,180.1609085680874,-5.401663134063141,-7.671391186057507,2.269728051994366,0.4464119598535314,149.15282190822052,-59.230573773150866,115.24469118559371,10363.061717040431,-6826.009183232298
BRU,BCN,701.0770000000001,9.231111111111112,0.09231111111111112,via_mad,via_mad_avg_radial_price,1083.7817530003974,98.05494671076211,131.2836314750298,-4.586771563715839,-6.157502450348035,1.5707308866321963,0.286146107527292,108.68797377017718,-10.63302705941507,200.61045462691135,19670.847438063553,-2133.0963924495077
BRU,JFK,329.27514285714284,5.567777777777778,0.05567777777777778,via_mad,via_mad_avg_radial_price,5885.351084280075,221.49290821688862,491.4013313210056,-14.257884790757885,-15.499920905087256,1.2420361143293714,0.22393672275407325,297.490511853648,-75.99760363675938,73.73679637580786,16332.177471874214,-5603.819824413081
BRU,MAD,624.8788571428571,9.231111111111112,0.09231111111111112,directo,yield_times_distance,1315.6121208044801,121.44561666270691,148.67090906033602,-5.402330514460859,-6.806908431888463,1.4045779174276039,0.25344381215605083,123.08266981029996,-1.6370531475930505,158.371679690002,19233.546301860988,-259.2628567261162
EZE,BCN,202.37385714285713,4.79111111111111,0.047911111111111106,via_mad,via_mad_avg_radial_price,10480.859041322654,284.1211377747574,836.064428099199,-22.40371131747913,-23.863305061747933,1.4595937442688047,0.26399380370438597,506.1468474031915,-222.02570962843407,53.42544431747088,15179.298025601774,-11861.822186800862
EZE,FCO,153.62242857142857,4.79111111111111,0.047911111111111106,via_mad,via_mad_avg_radial_price,11154.770661545235,295.27261934860553,886.6077996158925,-23.63760837928996,-25.022483384994477,1.3848750057045152,0.2497339653037259,536.7454081007977,-241.47278875219217,38.36473824673126,11328.056752735967,-9264.040334186084
EZE,MAD,550.6405714285714,5.010000000000001,0.050100000000000006,directo,yield_times_distance,10085.30153873687,505.2736070907173,806.3976154052652,-26.23342444991965,-28.166775461653746,1.9333510117340964,0.3655035644395177,488.1867916791679,17.086815411549367,201.2610915821557,101691.91771073101,3438.9111213912265
FCO,AGP,153.8262857142857,7.147777777777778,0.07147777777777778,via_mad,via_mad_avg_radial_price,1546.8499981834398,77.02525369657081,166.013749863758,-4.860780071206576,-7.091929632753326,2.23114956154675,0.43689896870641837,137.44057722925498,-60.41532353268417,67.20654558851028,5176.601224025157,-4060.3051952439364
FCO,BCN,730.129,7.147777777777778,0.07147777777777778,via_mad,via_mad_avg_radial_price,846.8754582421872,85.15795227226327,113.51565936816402,-3.973472232808546,-5.397485973833275,1.424013741024729,0.257138855652803,93.97810579499418,-8.820153522730905,187.7445355389254,15987.940196802045,-1655.9356265071303
FCO,EZE,153.68142857142857,4.79111111111111,0.047911111111111106,via_mad,via_mad_avg_radial_price,11154.770661545235,295.27261934860553,886.6077996158925,-23.63760837928996,-25.022483384994477,1.3848750057045152,0.2497339653037259,536.7454081007977,-241.47278875219217,38.37947255068417,11332.407389258422,-9267.598267651916
FCO,JFK,490.9881428571428,5.567777777777778,0.05567777777777778,via_mad,via_mad_avg_radial_price,6865.555203326465,208.5959137783898,564.9166402494849,-15.470251080557494,-17.10726690027428,1.637015819716785,0.29987549113600215,341.99610328829107,-133.40018950990128,147.23531048123928,30712.684130279038,-19641.218320746473
FCO,LIS,249.33985714285714,7.147777777777778,0.07147777777777778,via_mad,via_mad_avg_radial_price,1838.7443636822566,82.37978844342254,187.90582727616925,-5.4057123143918355,-6.933980647267857,1.5282683328760216,0.27755176442221197,155.56473717852793,-73.1849487351054,69.20471729078227,5701.06996970151,-5064.743687153362
FCO,MAD,1131.3857142857144,7.338888888888889,0.07338888888888889,directo,yield_times_distance,1329.6286311014007,97.57996787138613,149.72214733260506,-4.946042304079824,-6.289441667334806,1.3433993632549823,0.24204372887007358,123.95297600520682,-26.37300813382069,273.84481707604596,26721.768452026176,-7222.111588151199
FCO,ORY,268.723,7.147777777777778,0.07147777777777778,via_mad,via_mad_avg_radial_price,1088.2956955352931,96.33684150830666,131.62217716514698,-4.559180373469073,-6.443107996162368,1.883927622693295,0.35411973975801614,108.9682512478341,-12.631409739527442,95.16011882699337,9167.425285347688,-1202.0064517658727
FCO,SVQ,162.05157142857144,7.147777777777778,0.07147777777777778,via_mad,via_mad_avg_radial_price,1624.3008915022144,81.33385661164819,171.82256686266606,-5.063128469486285,-7.163000812625768,2.0998723431394826,0.4049132596279287,142.24961962486518,-60.91576301321699,65.61683001497097,5336.869843748542,-3997.0992668705153
FCO,VLC,195.6777142857143,7.147777777777778,0.07147777777777778,via_mad,via_mad_avg_radial_price,1102.4312917066245,83.65722198446997,132.68234687799685,-4.326791377249337,-6.315430121427661,1.9886387441783242,0.37841812483923,109.8459516637011,-26.18872967923113,74.04799371282661,6194.6494475385725,-1939.2228906346224
FRA,AGP,252.41285714285718,7.010000000000001,0.07010000000000001,via_mad,via_mad_avg_radial_price,1817.1668998590326,79.96165371830811,186.28751748942744,-5.324983424154711,-6.935150224008581,1.6101667998538698,0.2942689958722018,154.2249600130336,-74.2633062947255,74.2772780166621,5939.333983906834,-5516.0762480898575
FRA,BCN,397.87742857142854,7.010000000000001,0.07010000000000001,via_mad,via_mad_avg_radial_price,1093.6114029157611,88.09435229400057,132.02085521868207,-4.402304150253653,-5.875707883377906,1.473403733124253,0.26668583057439144,109.29831151002001,-21.20395921601944,106.10827250537452,9347.539539396277,-2249.915482686238
