i,j,o,d,value
i2          ,i4          ,i3          ,i4          ,0.000001255690600
i2          ,i4          ,i4          ,i1          ,-0.000000000127454
i2          ,i4          ,i4          ,i2          ,0.000000000000000
i2          ,i4          ,i4          ,i3          ,0.000000000000000
i2          ,i4          ,i4          ,i4          ,0.000000000000000
i3          ,i1          ,i1          ,i1          ,0.000000000000000
i3          ,i1          ,i1          ,i2          ,-0.000000000846690
i3          ,i1          ,i1          ,i3          ,-0.000000000724739
i3          ,i1          ,i1          ,i4          ,0.000000000137793
i3          ,i1          ,i2          ,i1          ,-0.000000001844311
i3          ,i1          ,i2          ,i2          ,0.000000000000000
i3          ,i1          ,i2          ,i3          ,-0.000000000753052
i3          ,i1          ,i2          ,i4          ,0.000000206545070
i3          ,i1          ,i3          ,i1          ,0.000000024472224
i3          ,i1          ,i3          ,i2          ,0.000000000753341
i3          ,i1          ,i3          ,i3          ,0.000000000000000
i3          ,i1          ,i3          ,i4          ,0.000001024954761
i3          ,i1          ,i4          ,i1          ,-0.000000000379767
i3          ,i1          ,i4          ,i2          ,0.000000140888054
i3          ,i1          ,i4          ,i3          ,0.000000281580651
i3          ,i1          ,i4          ,i4          ,0.000000000000000
i3          ,i2          ,i1          ,i1          ,0.000000000000000
i3          ,i2          ,i1          ,i2          ,-0.000000001805702
i3          ,i2          ,i1          ,i3          ,-0.000000000788166
i3          ,i2          ,i1          ,i4          ,0.000000000000000
i3          ,i2          ,i2          ,i1          ,0.000000002994374
i3          ,i2          ,i2          ,i2          ,0.000000000000000
i3          ,i2          ,i2          ,i3          ,0.000000000283492
i3          ,i2          ,i2          ,i4          ,0.000000000000000
i3          ,i2          ,i3          ,i1          ,0.000000003802553
i3          ,i2          ,i3          ,i2          ,0.000000013075653
i3          ,i2          ,i3          ,i3          ,0.000000000000000
i3          ,i2          ,i3          ,i4          ,0.000001245407832
i3          ,i2          ,i4          ,i1          ,-0.000000000168107
i3          ,i2          ,i4          ,i2          ,0.000000624025071
i3          ,i2          ,i4          ,i3          ,0.000000400136483
i3          ,i2          ,i4          ,i4          ,0.000000000000000
i3          ,i3          ,i1          ,i1          ,0.000000000000000
i3          ,i3          ,i1          ,i2          ,0.000000000000000
i3          ,i3          ,i1          ,i3          ,0.000000000000000
i3          ,i3          ,i1          ,i4          ,0.000000000000000
i3          ,i3          ,i2          ,i1          ,0.000000000000000
i3          ,i3          ,i2          ,i2          ,0.000000000000000
i3          ,i3          ,i2          ,i3          ,0.000000000000000
i3          ,i3          ,i2          ,i4          ,0.000000000000000
i3          ,i3          ,i3          ,i1          ,0.000000000000000
i3          ,i3          ,i3          ,i2          ,0.000000000000000
i3          ,i3          ,i3          ,i3          ,0.000000000000000
i3          ,i3          ,i3          ,i4          ,0.000000000000000
i3          ,i3          ,i4          ,i1          ,0.000000000000000
i3          ,i3          ,i4          ,i2          ,0.000000000000000
i3          ,i3          ,i4          ,i3          ,0.000000000000000
i3          ,i3          ,i4          ,i4          ,0.000000000000000
i3          ,i4          ,i1          ,i1          ,0.001000000000000
i3          ,i4          ,i1          ,i2          ,-0.000000001969283
i3          ,i4          ,i1          ,i3          ,-0.000000001225050
i3          ,i4          ,i1          ,i4          ,-0.000000000214807
i3          ,i4          ,i2          ,i1          ,-0.000000001950573
i3          ,i4          ,i2          ,i2          ,0.001000000000000
i3          ,i4          ,i2          ,i3          ,-0.000000000879629
i3          ,i4          ,i2          ,i4          ,0.000000519567027
i3          ,i4          ,i3          ,i1          ,0.000000000569995
i3          ,i4          ,i3          ,i2          ,0.000000000205717
i3          ,i4          ,i3          ,i3          ,0.000000000000000
i3          ,i4          ,i3          ,i4          ,0.625936518204423
i3          ,i4          ,i4          ,i1          ,0.000000000000000
i3          ,i4          ,i4          ,i2          ,0.000000000000000
i3          ,i4          ,i4          ,i3          ,0.000000000000000
i3          ,i4          ,i4          ,i4          ,0.000000000000000
i4          ,i1          ,i1          ,i1          ,0.001000000000000
i4          ,i1          ,i1          ,i2          ,0.000000002039913
i4          ,i1          ,i1          ,i3          ,0.000000000654848
i4          ,i1          ,i1          ,i4          ,-0.000000000468427
i4          ,i1          ,i2          ,i1          ,-0.000000001847241
i4          ,i1          ,i2          ,i2          ,0.000000000000000
i4          ,i1          ,i2          ,i3          ,-0.000000000306604
i4          ,i1          ,i2          ,i4          ,0.000000106256020
i4          ,i1          ,i3          ,i1          ,0.000000000441600
i4          ,i1          ,i3          ,i2          ,-0.000000000285638
i4          ,i1          ,i3          ,i3          ,0.000000000000000
i4          ,i1          ,i3          ,i4          ,0.000000307464213
i4          ,i1          ,i4          ,i1          ,0.000000025922403
i4          ,i1          ,i4          ,i2          ,0.000000484763558
i4          ,i1          ,i4          ,i3          ,0.000001202409135
i4          ,i1          ,i4          ,i4          ,0.000000000000000
i4          ,i2          ,i1          ,i1          ,0.000000000000000
i4          ,i2          ,i1          ,i2          ,-0.000000001946670
i4          ,i2          ,i1          ,i3          ,-0.000000000862688
i4          ,i2          ,i1          ,i4          ,-0.000000001155162
i4          ,i2          ,i2          ,i1          ,-0.000000001796159
i4          ,i2          ,i2          ,i2          ,0.001000000000000
i4          ,i2          ,i2          ,i3          ,-0.000000000408050
i4          ,i2          ,i2          ,i4          ,0.000000000000000
i4          ,i2          ,i3          ,i1          ,-0.000000001032548
i4          ,i2          ,i3          ,i2          ,-0.000000000456410
i4          ,i2          ,i3          ,i3          ,0.000000000000000
i4          ,i2          ,i3          ,i4          ,0.000000232990191
i4          ,i2          ,i4          ,i1          ,0.000000000508153
i4          ,i2          ,i4          ,i2          ,0.603300971594369
i4          ,i2          ,i4          ,i3          ,0.000001003466304
i4          ,i2          ,i4          ,i4          ,0.000000000000000
i4          ,i3          ,i1          ,i1          ,0.000000000000000
i4          ,i3          ,i1          ,i2          ,-0.000000001962825
i4          ,i3          ,i1          ,i3          ,-0.000000000233795
i4          ,i3          ,i1          ,i4          ,-0.000000001117222
i4          ,i3          ,i2          ,i1          ,-0.000000001976441
i4          ,i3          ,i2          ,i2          ,0.000000000000000
i4          ,i3          ,i2          ,i3          ,-0.000000000363195
i4          ,i3          ,i2          ,i4          ,0.000000083470345
i4          ,i3          ,i3          ,i1          ,-0.000000000593442
i4          ,i3          ,i3          ,i2          ,-0.000000000296585
i4          ,i3          ,i3          ,i3          ,0.000000000000000
i4          ,i3          ,i3          ,i4          ,0.000000000000000
i4          ,i3          ,i4          ,i1          ,0.000000000721185
i4          ,i3          ,i4          ,i2          ,0.000000422943203
i4          ,i3          ,i4          ,i3          ,0.624347087060425
i4          ,i3          ,i4          ,i4          ,0.000000000000000
i4          ,i4          ,i1          ,i1          ,0.000000000000000
i4          ,i4          ,i1          ,i2          ,0.000000000000000
i4          ,i4          ,i1          ,i3          ,0.000000000000000
i4          ,i4          ,i1          ,i4          ,0.000000000000000
i4          ,i4          ,i2          ,i1          ,0.000000000000000
i4          ,i4          ,i2          ,i2          ,0.000000000000000
i4          ,i4          ,i2          ,i3          ,0.000000000000000
i4          ,i4          ,i2          ,i4          ,0.000000000000000
i4          ,i4          ,i3          ,i1          ,0.000000000000000
i4          ,i4          ,i3          ,i2          ,0.000000000000000
i4          ,i4          ,i3          ,i3          ,0.000000000000000
i4          ,i4          ,i3          ,i4          ,0.000000000000000
i4          ,i4          ,i4          ,i1          ,0.000000000000000
i4          ,i4          ,i4          ,i2          ,0.000000000000000
i4          ,i4          ,i4          ,i3          ,0.000000000000000
i4          ,i4          ,i4          ,i4          ,0.000000000000000
