file,budget,lam,alfa,mu_alfa,mu_beta,is_longrun,obj_val,pax_obj,op_obj,used_budget,comp_time,combo,series,objective_gain,rank_in_budget_lam,gap_vs_best_pct,best_regular_obj_val,best_regular_series,best_regular_combo,delta_vs_best_regular,improvement_vs_best_regular_pct,baseline_mu0_obj_val,baseline_mu0_series,delta_vs_mu0,improvement_vs_mu0_pct
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-07_mu_bet=5.00e-03_python_longrun.mat,200000.0,10.0,0.1,1e-07,0.005,True,-63055.41642097919,585405.5262197369,522350.1097987577,201297.92597646013,11815.87911468558,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=10",$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=10,63055.41642097919,1,0.0,-61854.350859797385,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",1201.0655611818074,1.9417640707348323,64332.60842971504,single level,127388.02485069423,198.0147050773929
bud=2.50e+05_lam=10_alfa=0.1_mu_al=0.00e+00_mu_bet=0.00e+00_python.mat,250000.0,10.0,0.1,0.0,0.0,False,59850.591426157276,838709.2746491468,898559.8660753041,242915.20693113902,5505.322300853208,single level,single level,-59850.591426157276,3,191.24142969796074,-65595.85006973532,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",-125446.44149589259,-191.24142969796074,59850.591426157276,single level,0.0,0.0
bud=2.50e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,250000.0,10.0,0.1,1e-08,0.001,False,-17395.914204467088,591691.8981528365,574295.9839483694,247545.2030938522,11286.147171203047,"$\mu_\alpha = 10^{-8}$, $\mu_\beta = 10^{-3}$ T=3",$\mu_\alpha = 10^{-8}$ | $\mu_\beta = 10^{-3}$ | T=3,17395.914204467088,2,73.48016042787249,-65595.85006973532,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",-48199.93586526823,-73.48016042787249,59850.591426157276,single level,77246.50563062436,129.06556775788908
bud=2.50e+05_lam=10_alfa=0.1_mu_al=1.00e-07_mu_bet=5.00e-03_python.mat,250000.0,10.0,0.1,1e-07,0.005,False,-65595.85006973532,709404.0850948517,643808.2350251164,230928.4312908055,10867.76526622288,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,65595.85006973532,1,0.0,-65595.85006973532,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",0.0,0.0,59850.591426157276,single level,125446.44149589259,209.59933478797188
bud=2.50e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python_longrun.mat,250000.0,10.0,0.1,1e-08,0.001,True,-17395.914204467088,591691.8981528365,574295.9839483694,247545.2030938522,12843.402120297775,"$\mu_\alpha = 10^{-8}$, $\mu_\beta = 10^{-3}$ T=10",$\mu_\alpha = 10^{-8}$ | $\mu_\beta = 10^{-3}$ | T=10,17395.914204467088,2,73.48016042787249,-65595.85006973532,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",-48199.93586526823,-73.48016042787249,59850.591426157276,single level,77246.50563062436,129.06556775788908
bud=2.50e+05_lam=10_alfa=0.1_mu_al=1.00e-07_mu_bet=5.00e-03_python_longrun.mat,250000.0,10.0,0.1,1e-07,0.005,True,-65595.85006973532,709404.0850948517,643808.2350251164,230928.4312908055,11180.825594842434,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=10",$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=10,65595.85006973532,1,0.0,-65595.85006973532,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",0.0,0.0,59850.591426157276,single level,125446.44149589259,209.59933478797188
bud=3.00e+05_lam=10_alfa=0.1_mu_al=0.00e+00_mu_bet=0.00e+00_python.mat,300000.0,10.0,0.1,0.0,0.0,False,55413.640859147534,865061.0985943642,920474.7394535118,300787.89022829407,5700.951728316024,single level,single level,-55413.640859147534,4,178.87965095226645,-56864.815286828554,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",-112278.45614597609,-197.44802753625203,55413.640859147534,single level,0.0,0.0
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,300000.0,10.0,0.1,1e-08,0.001,False,-15084.012176759075,796555.4245019343,781471.4123251752,290043.03494330315,11280.336589291692,"$\mu_\alpha = 10^{-8}$, $\mu_\beta = 10^{-3}$ T=3",$\mu_\alpha = 10^{-8}$ | $\mu_\beta = 10^{-3}$ | T=3,15084.012176759075,3,78.52836238487151,-56864.815286828554,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",-41780.80311006948,-73.47390983216128,55413.640859147534,single level,70497.65303590661,127.22075637495139
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-07_mu_bet=5.00e-03_python.mat,300000.0,10.0,0.1,1e-07,0.005,False,-56864.815286828554,753653.4365101414,696788.6212233128,290055.5522109454,5588.511290797964,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,56864.815286828554,2,19.054645900429193,-56864.815286828554,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",0.0,0.0,55413.640859147534,single level,112278.45614597609,202.6188036107746
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python_longrun.mat,300000.0,10.0,0.1,1e-08,0.001,True,-15084.012176759075,796555.4245019343,781471.4123251752,290043.03494330315,12859.356473058462,"$\mu_\alpha = 10^{-8}$, $\mu_\beta = 10^{-3}$ T=10",$\mu_\alpha = 10^{-8}$ | $\mu_\beta = 10^{-3}$ | T=10,15084.012176759075,3,78.52836238487151,-56864.815286828554,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",-41780.80311006948,-73.47390983216128,55413.640859147534,single level,70497.65303590661,127.22075637495139
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-07_mu_bet=5.00e-03_python_longrun.mat,300000.0,10.0,0.1,1e-07,0.005,True,-70250.86976193741,741114.3662226748,670863.4964607374,290092.62070711213,12335.34927601926,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=10",$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=10,70250.86976193741,1,0.0,-56864.815286828554,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",13386.05447510886,23.540135332523338,55413.640859147534,single level,125664.51062108495,226.77540885736727
bud=5.00e+05_lam=10_alfa=0.1_mu_al=0.00e+00_mu_bet=0.00e+00_python.mat,500000.0,10.0,0.1,0.0,0.0,False,52554.53801261622,892730.2159537628,945284.753966379,406248.7020097639,5709.80076864548,single level,single level,-52554.53801261622,4,172.39078143060703,-59448.592386546195,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",-112003.13039916242,-188.4033345497846,52554.53801261622,single level,0.0,0.0
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,500000.0,10.0,0.1,1e-08,0.001,False,-17238.58119129308,819339.1431838343,802100.5619925412,394216.3520554994,11255.632269838825,"$\mu_\alpha = 10^{-8}$, $\mu_\beta = 10^{-3}$ T=3",$\mu_\alpha = 10^{-8}$ | $\mu_\beta = 10^{-3}$ | T=3,17238.58119129308,3,76.25486950540605,-59448.592386546195,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",-42210.011195253115,-71.00254102030792,52554.53801261622,single level,69793.1192039093,132.80131810340487
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-07_mu_bet=5.00e-03_python.mat,500000.0,10.0,0.1,1e-07,0.005,False,-59448.592386546195,775802.6656612616,716354.0732747155,394219.2988433304,5614.645612457767,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,59448.592386546195,2,18.11306462671957,-59448.592386546195,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",0.0,0.0,52554.53801261622,single level,112003.13039916242,213.1179050080794
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python_longrun.mat,500000.0,10.0,0.1,1e-08,0.001,True,-17238.58119129308,819339.1431838343,802100.5619925412,394216.3520554994,12814.865376420319,"$\mu_\alpha = 10^{-8}$, $\mu_\beta = 10^{-3}$ T=10",$\mu_\alpha = 10^{-8}$ | $\mu_\beta = 10^{-3}$ | T=10,17238.58119129308,3,76.25486950540605,-59448.592386546195,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",-42210.011195253115,-71.00254102030792,52554.53801261622,single level,69793.1192039093,132.80131810340487
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-07_mu_bet=5.00e-03_python_longrun.mat,500000.0,10.0,0.1,1e-07,0.005,True,-72598.38473078841,763448.76045183,690850.3757210416,394257.7423609234,12387.115655677393,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=10",$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=10,72598.38473078841,1,0.0,-59448.592386546195,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",13149.792344242218,22.11960252774319,52554.53801261622,single level,125152.92274340463,238.1391359835767
bud=1.00e+06_lam=10_alfa=0.1_mu_al=0.00e+00_mu_bet=0.00e+00_python.mat,1000000.0,10.0,0.1,0.0,0.0,False,52553.541401874274,892730.7345402546,945284.2759421289,406247.2502898397,5703.012553492561,single level,single level,-52553.541401874274,4,172.2083271707347,-60991.326850843034,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",-113544.86825271731,-186.16559782409107,52553.541401874274,single level,0.0,0.0
bud=1.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,1000000.0,10.0,0.1,1e-08,0.001,False,21167.17004076147,859268.2893453443,880435.4593861058,403757.98651878856,5707.821899652481,"$\mu_\alpha = 10^{-8}$, $\mu_\beta = 10^{-3}$ T=3",$\mu_\alpha = 10^{-8}$ | $\mu_\beta = 10^{-3}$ | T=3,-21167.17004076147,3,129.08359548776988,-60991.326850843034,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",-82158.4968916045,-134.7052132388048,52553.541401874274,single level,31386.371361112804,59.72265716805421
bud=1.00e+06_lam=10_alfa=0.1_mu_al=1.00e-07_mu_bet=5.00e-03_python.mat,1000000.0,10.0,0.1,1e-07,0.005,False,-60991.326850843034,772003.6801736578,711012.3533228148,394231.5291950282,5616.69696804136,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,60991.326850843034,2,16.19819394957419,-60991.326850843034,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",0.0,0.0,52553.541401874274,single level,113544.86825271731,216.0555982030696
bud=1.00e+06_lam=10_alfa=0.1_mu_al=1.00e-07_mu_bet=5.00e-03_python_longrun.mat,1000000.0,10.0,0.1,1e-07,0.005,True,-72780.44439059333,755500.1142067104,682719.669816117,394285.16355048976,12384.784212756902,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=10",$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=10,72780.44439059333,1,0.0,-60991.326850843034,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",11789.117539750296,19.329170471370627,52553.541401874274,single level,125333.9857924676,238.48818262130985
bud=5.00e+06_lam=10_alfa=0.1_mu_al=0.00e+00_mu_bet=0.00e+00_python.mat,5000000.0,10.0,0.1,0.0,0.0,False,52553.1546637679,892730.820593984,945283.9752577519,406247.35293288005,5695.899393759668,single level,single level,-52553.1546637679,4,172.40482850228452,-59427.53572634177,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",-111980.69039010967,-188.4323302681946,52553.1546637679,single level,0.0,0.0
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,5000000.0,10.0,0.1,1e-08,0.001,False,21882.070041577448,860488.4407785643,882370.5108201418,403765.6612923973,5690.918115416542,"$\mu_\alpha = 10^{-8}$, $\mu_\beta = 10^{-3}$ T=3",$\mu_\alpha = 10^{-8}$ | $\mu_\beta = 10^{-3}$ | T=3,-21882.070041577448,3,130.1479052736622,-59427.53572634177,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",-81309.60576791922,-136.8214326475564,52553.1546637679,single level,30671.08462219045,58.36202378034641
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-07_mu_bet=5.00e-03_python.mat,5000000.0,10.0,0.1,1e-07,0.005,False,-59427.53572634177,775832.011421253,716404.4756949112,394231.20316259656,5598.939095098525,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,59427.53572634177,2,18.124029658952146,-59427.53572634177,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",0.0,0.0,52553.1546637679,single level,111980.69039010967,213.08081523660334
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-07_mu_bet=5.00e-03_python_longrun.mat,5000000.0,10.0,0.1,1e-07,0.005,True,-72582.38953236351,763479.4738499459,690897.0843175824,394278.9346320652,12364.519228711724,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=10",$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=10,72582.38953236351,1,0.0,-59427.53572634177,$\mu_\alpha = 10^{-7}$ | $\mu_\beta = 5 \times 10^{-3}$ | T=3,"$\mu_\alpha = 10^{-7}$, $\mu_\beta = 5 \times 10^{-3}$ T=3",13154.85380602174,22.135957086624977,52553.1546637679,single level,125135.5441961314,238.11233597058356
