simulation,parameter,origin,destination,value,delta_vs_1
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,MXP,1.000902125,0.000902125
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MXP,BCN,1.000881610,0.000881610
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,PMI,1.000719061,0.000719061
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,BCN,1.000718599,0.000718599
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,VLC,PMI,1.000007354,0.000007354
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,VLC,1.000006002,0.000006002
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,IBZ,1.000004892,0.000004892
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,IBZ,PMI,1.000004802,0.000004802
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,MAH,1.000004085,0.000004085
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAH,PMI,1.000004010,0.000004010
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,IBZ,VLC,1.000001290,0.000001290
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,VLC,IBZ,1.000001228,0.000001228
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,GRU,1.000000204,0.000000204
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,EZE,MAD,0.903950159,-0.096049841
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MEX,MAD,0.927649002,-0.072350998
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,VLC,MAD,1.006723991,0.006723991
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,BIO,1.006454216,0.006454216
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BIO,MAD,1.006307582,0.006307582
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,SVQ,MAD,0.994192433,-0.005807567
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,GRU,MAD,0.994289382,-0.005710618
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,VLC,1.005626796,0.005626796
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,LHR,MAD,1.003557130,0.003557130
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,BCN,1.002796227,0.002796227
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,MAD,1.002757458,0.002757458
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,LHR,1.002595349,0.002595349
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BIO,BCN,1.001548970,0.001548970
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,BIO,1.001548729,0.001548729
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,JFK,MAD,1.001528974,0.001528974
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,MAH,1.001437275,0.001437275
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAH,BCN,1.001424814,0.001424814
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,IBZ,1.001283892,0.001283892
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,IBZ,BCN,1.001283700,0.001283700
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,JFK,1.001282132,0.001282132
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,MXP,1.001197274,0.001197274
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MXP,BCN,1.001184987,0.001184987
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BIO,LHR,0.999399150,-0.000600850
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,LHR,BIO,0.999413271,-0.000586729
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,PMI,1.000547421,0.000547421
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,BCN,1.000547178,0.000547178
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,IBZ,1.000018821,0.000018821
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,MAH,1.000018792,0.000018792
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,IBZ,PMI,1.000018495,0.000018495
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAH,PMI,1.000018466,0.000018466
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,VLC,PMI,1.000017284,0.000017284
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,VLC,1.000014281,0.000014281
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,IBZ,VLC,1.000009987,0.000009987
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,VLC,IBZ,1.000009522,0.000009522
bud=2.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,GRU,1.000000085,0.000000085
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,JFK,MAD,1.002148257,0.002148257
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,JFK,1.001572903,0.001572903
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,LHR,MAD,1.001410905,0.001410905
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,PMI,1.001363738,0.001363738
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,BCN,1.001360803,0.001360803
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,VLC,MAD,1.000588220,0.000588220
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,IBZ,1.000530444,0.000530444
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,IBZ,BCN,1.000529360,0.000529360
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,BCN,1.000495796,0.000495796
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,BIO,1.000492886,0.000492886
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BIO,BCN,1.000487552,0.000487552
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,BIO,1.000486698,0.000486698
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,MAH,1.000454664,0.000454664
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BIO,MAD,1.000449182,0.000449182
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,MAD,1.000429951,0.000429951
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAH,BCN,1.000400794,0.000400794
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,VLC,PMI,1.000289458,0.000289458
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,LHR,1.000273284,0.000273284
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,VLC,1.000266665,0.000266665
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,VLC,1.000262605,0.000262605
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,IBZ,1.000220953,0.000220953
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,IBZ,PMI,1.000218285,0.000218285
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,MAH,1.000176816,0.000176816
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAH,PMI,1.000174074,0.000174074
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,MXP,1.000127817,0.000127817
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MXP,BCN,1.000108357,0.000108357
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,GRU,1.000000248,0.000000248
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,EZE,MAD,0.905086958,-0.094913042
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,SVQ,MAD,0.913718352,-0.086281648
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MEX,MAD,0.929564344,-0.070435656
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,GRU,MAD,0.991121079,-0.008878921
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BIO,LHR,0.998150898,-0.001849102
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,LHR,BIO,0.998172061,-0.001827939
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,VLC,MAD,1.001100615,0.001100615
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,PMI,1.001038768,0.001038768
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,BCN,1.001036738,0.001036738
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,JFK,MAD,1.000942027,0.000942027
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,LHR,MAD,1.000905950,0.000905950
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,IBZ,1.000850223,0.000850223
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,IBZ,PMI,1.000840796,0.000840796
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,MAH,1.000813404,0.000813404
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BIO,BCN,1.000801726,0.000801726
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAH,PMI,1.000801588,0.000801588
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,BIO,1.000800401,0.000800401
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,BIO,1.000734210,0.000734210
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,IBZ,1.000726869,0.000726869
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,IBZ,BCN,1.000725458,0.000725458
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,JFK,1.000697689,0.000697689
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,VLC,PMI,1.000680402,0.000680402
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BIO,MAD,1.000667342,0.000667342
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,MAH,1.000665816,0.000665816
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,VLC,1.000624896,0.000624896
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAH,BCN,1.000590360,0.000590360
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,VLC,1.000475510,0.000475510
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,MXP,1.000170447,0.000170447
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,LHR,1.000170005,0.000170005
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,VLC,IBZ,0.999847160,-0.000152840
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,IBZ,VLC,0.999847656,-0.000152344
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MXP,BCN,1.000146415,0.000146415
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,BCN,1.000141566,0.000141566
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,MAD,1.000116806,0.000116806
bud=3.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,GRU,0.999999237,-0.000000763
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,JFK,MAD,1.002040020,0.002040020
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,JFK,1.001467158,0.001467158
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,BCN,1.001129277,0.001129277
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,LHR,MAD,1.001092752,0.001092752
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,MAD,1.000971741,0.000971741
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,PMI,1.000575786,0.000575786
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,BCN,1.000572879,0.000572879
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BIO,BCN,1.000407259,0.000407259
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,BIO,1.000406248,0.000406248
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,VLC,MAD,1.000390483,0.000390483
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,IBZ,1.000377671,0.000377671
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,IBZ,BCN,1.000376837,0.000376837
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,MAH,1.000372213,0.000372213
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,BIO,1.000341382,0.000341382
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAH,BCN,1.000327643,0.000327643
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BIO,MAD,1.000304167,0.000304167
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,VLC,PMI,1.000211766,0.000211766
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,LHR,BIO,1.000200372,0.000200372
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,MXP,1.000170221,0.000170221
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,LHR,1.000165269,0.000165269
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,VLC,1.000157601,0.000157601
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MXP,BCN,1.000140938,0.000140938
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,VLC,1.000139652,0.000139652
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,IBZ,1.000124727,0.000124727
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,IBZ,PMI,1.000121177,0.000121177
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BIO,LHR,1.000120407,0.000120407
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,MAH,1.000097517,0.000097517
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAH,PMI,1.000094562,0.000094562
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,IBZ,VLC,1.000059568,0.000059568
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,VLC,IBZ,1.000056926,0.000056926
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,GRU,1.000000022,0.000000022
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,EZE,MAD,0.905559308,-0.094440692
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,SVQ,MAD,0.921231072,-0.078768928
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MEX,MAD,0.930095829,-0.069904171
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,GRU,MAD,0.990947983,-0.009052017
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,LHR,BIO,1.000998403,0.000998403
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,JFK,MAD,1.000894517,0.000894517
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,VLC,MAD,1.000730561,0.000730561
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,LHR,MAD,1.000701555,0.000701555
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BIO,BCN,1.000669667,0.000669667
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,BIO,1.000668070,0.000668070
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,JFK,1.000650751,0.000650751
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BIO,LHR,1.000608658,0.000608658
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,MAH,1.000545050,0.000545050
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,IBZ,1.000517485,0.000517485
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,IBZ,BCN,1.000516395,0.000516395
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,BIO,1.000508491,0.000508491
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,VLC,PMI,1.000497763,0.000497763
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAH,BCN,1.000482590,0.000482590
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,IBZ,1.000479927,0.000479927
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,IBZ,PMI,1.000466734,0.000466734
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,IBZ,VLC,1.000461346,0.000461346
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BIO,MAD,1.000451864,0.000451864
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,MAH,1.000448591,0.000448591
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,VLC,IBZ,1.000441590,0.000441590
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,PMI,1.000438416,0.000438416
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,BCN,1.000436289,0.000436289
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAH,PMI,1.000435430,0.000435430
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,BCN,1.000426645,0.000426645
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MXP,BCN,0.999616628,-0.000383372
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,VLC,1.000375011,0.000375011
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,MAD,1.000363668,0.000363668
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,VLC,1.000249009,0.000249009
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,LHR,1.000102806,0.000102806
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,MXP,1.000067920,0.000067920
bud=5.00e+05_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,GRU,0.999998554,-0.000001446
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,JFK,MAD,1.002025126,0.002025126
