origin,destination,type,f_iberia,demand_pax_week,pax_served_week,price_eur,op_cost_per_pax,margin_per_pax,total_revenue_week,total_op_cost_week,total_margin_week
EZE,MAD,transatlantic,0.3214592925553564,550.6405714285714,177.00852854370575,505.2736070907173,76.71123657754957,428.5623705131677,89437.73770309839,13578.543109360147,75859.19459373824
JFK,MAD,transatlantic,0.3776213204709586,711.3587142857143,268.6242170170948,320.9464165346327,116.06261136421033,204.88380517042236,86213.97984605808,31177.228102670368,55036.75174338771
MAD,JFK,transatlantic,0.3819337693655652,703.3265714285715,268.6241685206738,320.8183708867035,117.38807170195368,203.43029918474986,86179.56812559787,31533.27315518254,54646.29497041533
BCN,MAD,regional,0.2240816941052235,3596.4700000000003,805.9030903986132,74.33915639906051,16.191096078781246,58.14806032027927,59910.15587962871,13048.454366830676,46861.70151279804
MAD,BCN,regional,0.2241712417955636,3595.032714285714,805.9029478571041,73.67378499776966,16.19756924210316,57.4762157556665,59373.92050949306,13053.668800330497,46320.25170916256
MEX,MAD,transatlantic,0.2240790428872377,441.60585714285713,98.95461780196965,448.0052409163106,43.439223704596145,404.56601721171444,44332.187388152845,4298.511779302572,40033.67560885027
MAD,LHR,regional,0.2881628296243082,1132.747714285714,326.41578659903877,141.94489605840718,35.2811584677825,106.66373759062469,46333.05490062378,11516.32709338656,34816.72780723722
LHR,MAD,regional,0.2870907691699381,1136.9781428571428,326.41592956226486,137.0827258118471,35.149885567057964,101.93284024478913,44745.98537280315,11473.482571378463,33272.502801424685
GRU,MAD,transatlantic,0.5917789994997815,209.78914285714288,124.14880906591675,442.80227412916776,224.92342305803982,217.87885107112794,54973.374984815775,27923.975103685003,27049.399881130776
MAD,GRU,transatlantic,0.5498585466013337,208.9757142857143,114.90708253211844,460.7675545384444,225.79892736200185,234.96862717644257,52945.455417471414,25945.895982049362,26999.559435422052
BCN,PMI,regional,0.1489935097505361,1972.4500000000003,293.88224830744497,66.60889770423279,8.72221395991699,57.886683744315796,19575.172614600542,2563.303848758988,17011.868765841555
PMI,BCN,regional,0.1490233609604384,1972.0545714285713,293.8822002316826,66.60889770423279,8.723962901302913,57.88493480292988,19575.169412327003,2563.8174121744732,17011.35200015253
BIO,MAD,regional,0.257550156730117,849.1658571428571,218.702799597007,79.29015147185783,16.823675725989524,62.4664757458683,17340.97810736605,3679.384980786118,13661.593126579932
MAD,BIO,regional,0.257498695574466,849.3355714285715,218.70280174785083,79.06672900371547,16.820314019164712,62.24641498455075,17292.11515815063,3678.649802269976,13613.465355880655
BCN,MXP,regional,0.1974403141130967,852.9751428571428,168.4116801363778,87.92928990629579,17.306573562690627,70.62271634360516,14808.31944631792,2914.629131096546,11893.690315221374
MXP,BCN,regional,0.2000635268257833,841.7904285714285,168.4115619881876,87.92928990629579,17.536522816052553,70.39276709024324,14808.309057631452,2953.3531992929006,11854.955858338551
BIO,BCN,regional,0.234866665298112,794.2462857142857,186.54197655112577,76.59245546810087,17.6310347040464,58.961420764054466,14287.708031923616,3288.928062334308,10998.779969589308
BCN,BIO,regional,0.2348898131279023,794.168,186.54197311215992,76.59245546810087,17.632772696583434,58.959682771517436,14287.707768524779,3289.2522102588946,10998.455558265885
MAD,VLC,regional,0.2427891640786087,773.2588571428571,187.73887154209459,72.54035604379727,15.124819231282647,57.41553681251463,13618.644584924261,2839.5164947591747,10779.128090165088
BCN,IBZ,regional,0.1712426987361346,1092.0445714285713,187.00465955157406,66.84935413904972,10.915164913456394,55.93418922559333,12501.140712015602,2041.1866985901993,10459.954013425402
IBZ,BCN,regional,0.1712601225731577,1091.9328571428573,187.00455495594403,66.84935413904972,10.916281631261834,55.93307250778789,12501.13371986529,2041.3943882278659,10459.739331637424
VLC,MAD,regional,0.243937020426772,769.62,187.73880966085227,69.46966420185969,15.196331220363149,54.27333298149654,13042.152064796259,2852.941134523024,10189.210930273233
BCN,MAH,regional,0.1666284752870487,981.8344285714287,163.60157381718787,69.57228582203227,10.140827709318065,59.4314581127142,11382.135454543706,1659.0553730533836,9723.080081490321
MAH,BCN,regional,0.1676069186508463,976.1029999999998,163.60161611584698,69.57228582203227,10.20037207060701,59.37191375142526,11382.138397358107,1668.7973557342552,9713.341041623851
VLC,PMI,regional,0.1469011896725024,653.5624285714285,96.00909828239273,65.10816741643949,8.248156141034857,56.86001127540463,6250.976444471418,791.8980335931367,5459.078410878282
PMI,VLC,regional,0.1487150520790255,645.591,96.00909918675015,65.10816741643949,8.350000168762815,56.75816724767667,6250.976503352473,801.6759944121296,5449.300508940343
PMI,IBZ,regional,0.1908522330537304,437.20985714285706,83.44247754881673,59.451781144867425,10.367968494967725,49.0838126498997,4960.803913417765,865.1289783681835,4095.674935049582
IBZ,PMI,regional,0.1910431742403094,436.77285714285716,83.44247305058063,59.451781144867425,10.378341851138277,49.07343929372915,4960.8036459896175,865.9945102233188,4094.8091357662993
PMI,MAH,regional,0.2012578825606524,349.6892857142857,70.37772519700414,62.17471282784997,10.760244080809496,51.41446874704047,4375.714853601074,757.2815009719011,3618.433352629172
MAH,PMI,regional,0.2014594445270301,349.3394285714285,70.3777272313901,62.17471282784997,10.771020267530364,51.40369256031961,4375.714980088436,758.0399263920264,3617.67505369641
SVQ,MAD,regional,0.2488758341498326,181.70557142857143,45.22212565895771,67.17648830276391,7.262785226658878,59.91370307610504,3037.8635953550925,328.43858615398943,2709.425009201103
