origin,destination,type,f_iberia,demand_pax_week,pax_served_week,price_eur,op_cost_per_pax,margin_per_pax,total_revenue_week,total_op_cost_week,total_margin_week
EZE,MAD,transatlantic,0.4184506050591443,550.6405714285714,230.41588028439867,505.2736070907173,209.89225335463954,295.38135373607776,116423.06296228101,48362.5083215853,68060.55464069571
MAD,EZE,transatlantic,0.4106832179146318,553.548,227.3328739102086,483.198002611482,205.99618228621762,277.2018203252644,109846.79060134069,46829.704133657055,63017.086467683635
MEX,MAD,transatlantic,0.3289358777183598,441.60585714285713,145.2600102248543,448.0052409163106,151.63199816212253,296.373242754188,65077.24587629159,22026.065603445008,43051.180272846585
MAD,MEX,transatlantic,0.3289642814748225,440.9417142857143,145.05407421227648,441.2554430432742,151.64509375594736,289.61034928732687,64005.89978177004,21996.738683602813,42009.16109816722
MAD,ORY,regional,0.3225488980895131,1165.2614285714285,375.85378977192613,98.01849734456039,34.56289501474855,63.45560232981184,36840.6236947025,12990.595076782454,23850.028617920045
ORY,MAD,regional,0.3116656795026084,1118.7234285714287,348.6676975412021,94.71000099644337,33.39669645696115,61.31330453948222,33022.317981554865,11644.349259131066,21377.968722423797
FCO,MAD,regional,0.3358216198383799,1131.3857142857144,379.943783233431,97.57996787138613,43.97487943154049,53.605088439845645,37074.902160851096,16707.982058453483,20366.920102397613
MAD,LHR,regional,0.1439512861788495,1132.747714285714,163.06049038758047,141.94489605840718,17.102140705992774,124.8427553524144,23145.604359298013,2788.6834501965836,20356.920909101427
MAD,FCO,regional,0.3356517331514601,1141.0687142857141,383.00169159490815,95.03889982083679,43.95263341764958,51.08626640318721,36400.0593986995,16833.93294901068,19566.126449688825
LHR,MAD,regional,0.1364611720105898,1136.9781428571428,155.1533699247095,137.0827258118471,12.849693258013374,124.23303255383372,21268.846868173034,1993.6732114795946,19275.17365669344
MAD,BRU,regional,0.2322472072176842,625.9898571428572,145.38439606802567,122.76122878351137,29.739286998072412,93.02194178543895,17847.56710725953,4323.628279708446,13523.938827551083
BRU,MAD,regional,0.2318224558718352,624.8788571428571,144.8609512852428,121.44561666270691,29.6848971049969,91.76071955771002,17592.72755918266,4300.182433434401,13292.545125748258
BIO,MAD,regional,0.231566635371386,849.1658571428571,196.63848041083045,79.29015147185783,14.814246756088611,64.47590471576922,15591.494896970695,2913.050970548339,12678.443926422357
MAD,BIO,regional,0.2315672363559283,849.3355714285715,196.67829101449743,79.06672900371547,14.814285081307208,64.25244392240826,15550.709136557154,2913.6482723930667,12637.060864164088
MAD,FRA,regional,0.3318994959099137,591.7434285714286,196.39934565086116,104.67872267179645,44.96172912092899,59.71699355086746,20558.832636308787,8830.454178681723,11728.378457627065
BCN,AGP,regional,0.3632304137457482,912.36,331.39690028507084,65.87377212272263,31.701405572935865,34.17236654978676,21830.36389155539,10505.747541550816,11324.616350004573
AGP,BCN,regional,0.3796907420715392,912.1758571428572,346.3447280983138,65.87377212272263,33.77520947972621,32.09856264299642,22815.033694654652,11697.865743719363,11117.167950935287
