origin,destination,type,f_iberia,demand_pax_week,pax_served_week,price_eur,op_cost_per_pax,margin_per_pax,total_revenue_week,total_op_cost_week,total_margin_week
JFK,MAD,transatlantic,0.3804817804341644,711.3587142857143,270.65903013878665,320.9464165346327,116.06261147122855,204.88380506340417,86867.04582578273,31413.393856177532,55453.6519696052
MAD,JFK,transatlantic,0.384826970285393,703.3265714285715,270.6590336040702,320.8183708867035,117.3880718149303,203.43029907177322,86832.39022662735,31772.142074074225,55060.24815255312
BCN,MAD,regional,0.2277113095191104,3596.4700000000003,818.956893346195,74.33915639906051,16.674716965339947,57.66443943372057,60880.56457855151,13655.874403361895,47224.690175189615
MAD,BCN,regional,0.2278023140242924,3595.032714285714,818.9567713073185,73.67378499776966,16.68138347906732,56.99240151870234,60335.645091763,13661.331954956217,46674.313136806784
MAD,LHR,regional,0.2911005015909056,1132.747714285714,329.7434278045232,141.94489605840718,35.2811584700317,106.66373758837548,46805.39658565594,11633.73013082284,35171.6664548331
LHR,MAD,regional,0.2900174401528363,1136.9781428571428,329.7434905011544,137.0827258118471,35.1498855692461,101.932840242601,45202.13649661116,11590.445958319366,33611.69053829179
MAD,GRU,transatlantic,0.54985851239853,208.9757142857143,114.9070753845631,460.7675545384444,225.79892735019075,234.96862718825366,52945.45212410982,25945.894366781857,26999.557757327966
GRU,MAD,transatlantic,0.5598566425838749,209.78914285714288,117.4518451705489,442.80227412916776,224.92342303885675,217.878851090311,52007.94414218597,26417.671057989675,25590.273084196288
BCN,PMI,regional,0.1515158338645113,1972.4500000000003,298.8574065060554,66.60889770423279,8.722213958155914,57.886683746076876,19906.562418114157,2606.6982425253923,17299.864175588766
PMI,BCN,regional,0.1515461981771976,1972.0545714285713,298.85737289796276,66.60889770423279,8.723962901046777,57.88493480318601,19906.560179516153,2607.2206338661294,17299.339545650026
BIO,MAD,regional,0.2609540770445646,849.1658571428571,221.59329250847085,79.29015147185783,16.823675727121827,62.466475744736,17570.16572814435,3728.013696467768,13842.152031676584
MAD,BIO,regional,0.2609019227852123,849.3355714285715,221.59328367559132,79.06672900371547,16.820314023253395,62.24641498046207,17520.656109421427,3727.2686168673163,13793.38749255411
BCN,MXP,regional,0.1998170890670021,852.9751428571428,170.43901009222455,87.92928990629579,17.48636517569797,70.44292473059782,14986.581129741287,2980.35877065711,12006.222359084177
MXP,BCN,regional,0.2024720144258919,841.7904285714285,170.439003797292,87.92928990629579,17.718703287105654,70.21058661919014,14986.580576232338,3019.958136834091,11966.622439398247
BIO,BCN,regional,0.2385343283797864,794.2462857142857,189.45500433099707,76.59245546810087,17.77308113636182,58.81937433173904,14510.82398243075,3367.199163664591,11143.624818766159
BCN,BIO,regional,0.2385578566881228,794.168,189.45501593029311,76.59245546810087,17.77483313068619,58.817622337414676,14510.824870849316,3367.531293932454,11143.293576916862
MAD,VLC,regional,0.2465150119570267,773.2588571428571,190.6199164144482,72.54035604379727,15.12481923452535,57.41553680927193,13827.636605742948,2883.0917782688607,10944.544827474088
BCN,IBZ,regional,0.1741970407555283,1092.0445714285713,190.2309327159963,66.84935413904972,10.915164938856782,55.93418920019294,12716.814989333376,2076.402007067666,10640.412982265709
IBZ,BCN,regional,0.1742148609418473,1091.9328571428573,190.2309308649769,66.84935413904972,10.916281656224392,55.93307248282533,12716.814865593926,2076.614421047838,10640.200444546088
VLC,MAD,regional,0.2476805594277582,769.62,190.61991214679128,69.46966420185969,15.196331224759478,54.27333297710021,13242.301287025584,2896.723323017193,10345.577964008393
BCN,MAH,regional,0.1692825873082991,981.8344285714287,166.20747237693683,69.57228582203227,10.140827712315799,59.43145810971647,11563.433773965782,1685.4813418740036,9877.952432091779
MAH,BCN,regional,0.1702765657512456,976.1029999999998,166.20746665948806,69.57228582203227,10.20037207337293,59.37191374865934,11563.433376189803,1695.3780012995044,9868.055374890298
VLC,PMI,regional,0.1495519854680228,653.5624285714285,97.74155882015998,65.10816741643949,9.356987439602255,55.75117997683723,6363.773775206743,914.566538207382,5449.207236999361
