origin,destination,type,f_iberia,demand_pax_week,pax_served_week,price_eur,op_cost_per_pax,margin_per_pax,total_revenue_week,total_op_cost_week,total_margin_week
JFK,MAD,transatlantic,0.374989257134862,711.3587142857143,266.7518758264105,320.9464165346327,115.53117994312892,205.4152365915038,85613.05865037777,30818.158966268216,54794.89968410956
MAD,JFK,transatlantic,0.3792717144893034,703.3265714285715,266.7518745915978,320.8183708867035,116.85057121792791,203.96779966877563,85578.90183745066,31170.108919481274,54408.79291796938
BCN,MAD,regional,0.1967565203964342,3596.4700000000003,707.6289229101637,74.33915639906051,13.481038690757678,60.858117708302835,52604.5371727174,9539.572888451099,43064.964284266294
MAD,BCN,regional,0.1968352642898732,3595.032714285714,707.6292144471687,73.67378499776966,13.48642837827048,60.18735661949918,52133.722603321345,9543.390719013543,42590.3318843078
MAD,LHR,regional,0.2744885045741194,1132.747714285714,310.92622615403747,141.94489605840718,35.28115845960495,106.66373759880223,44134.39085326765,10969.837454187562,33164.55339908009
LHR,MAD,regional,0.2734671929994228,1136.9781428571428,310.92622122883955,137.0827258118471,35.149885557613366,101.93284025423372,42622.61393242673,10929.021093054886,31693.592839371835
MAD,GRU,transatlantic,0.549858501360667,208.9757142857143,114.9070730779178,460.7675545384444,225.7989273453492,234.96862719309522,52945.45106128251,25945.89384538749,26999.557215895016
GRU,MAD,transatlantic,0.5652235489974977,209.78914285714288,118.57776386685734,442.80227412916776,224.92342304078633,217.87885108838142,52506.503501395884,26670.91654545562,25835.586955940267
BCN,PMI,regional,0.1288831932017218,1972.4500000000003,254.21565443073624,66.60889770423279,4.241871790130653,62.367025914102136,16933.024520791503,1078.3502131393427,15854.67430765216
PMI,BCN,regional,0.1289090383199569,1972.0545714285713,254.21565831733187,66.60889770423279,4.242722354805492,62.366175349427294,16933.024779673353,1078.5664564845388,15854.458323188815
BIO,MAD,regional,0.2352561208247439,849.1658571428571,199.7714654882472,79.29015147185783,16.823675701030417,62.46647577082741,15839.90975831814,3360.890349693861,12479.019408624277
MAD,BIO,regional,0.2352091125648368,849.3355714285715,199.77146602546284,79.06672900371547,16.820313993312453,62.24641501040301,15795.276366910222,3360.218785452636,12435.057581457586
MAD,VLC,regional,0.2192031953255055,773.2588571428571,169.50081229946286,72.54035604379727,15.124816821811834,57.41553922198544,12295.649273915888,2563.668737177686,9731.980536738201
VLC,MAD,regional,0.2202396144138888,769.62,169.50081204521712,69.46966420185969,15.196328798892399,54.27333540296729,11775.164494723767,2575.7900715183805,9199.374423205387
VLC,PMI,regional,0.1281375190692289,653.5624285714285,83.74586815400298,65.10816741643949,8.509911807059584,56.598255609379905,5452.540004205894,712.6699521962051,4739.870052009689
PMI,VLC,regional,0.1297196972488357,645.591,83.74586906657309,65.10816741643949,8.614987859880983,56.4931795565585,5452.540063621662,721.4696453237095,4731.0704182979525
PMI,IBZ,regional,0.1672967400950863,437.20985714285706,73.14378383743836,59.451781144867425,9.237855640921214,50.213925503946214,4348.5282288108765,675.691716121002,3672.8365126898752
IBZ,PMI,regional,0.1674641216208899,436.77285714285716,73.143782869275,59.451781144867425,9.247098300686936,50.20468284418049,4348.528171251841,676.3677502762871,3672.1604209755533
PMI,MAH,regional,0.1791877821977075,349.6892857142857,62.660047565443335,62.17471282784997,9.902438175195828,52.27227465265415,3895.8704631608593,620.4872470716325,3275.383216089227
MAH,PMI,regional,0.1793672350509513,349.3394285714285,62.66004739713644,62.17471282784997,9.912355288557208,52.262357539292765,3895.870452696426,621.1086521982508,3274.7618004981755
