origin,destination,type,f_iberia,demand_pax_week,pax_served_week,price_eur,op_cost_per_pax,margin_per_pax,total_revenue_week,total_op_cost_week,total_margin_week
EZE,MAD,transatlantic,0.3457012938207271,550.6405714285714,190.35715797304164,505.2736070907173,177.87440715205844,327.39919993865885,96182.44784457624,33859.66662160552,62322.78122297073
MAD,EZE,transatlantic,0.3455264064407084,553.548,191.26545123244128,483.198002611482,177.78442389112007,305.41357872036195,92419.08400409945,34004.0180576347,58415.065946464754
BCN,MAD,regional,0.2737539668718194,3596.4700000000003,984.5479292354925,74.33915639906051,20.346532927368138,53.992623471692376,73190.46249380843,20032.13686076206,53158.32563304638
MAD,BCN,regional,0.274593011870806,3595.032714285714,987.170860789793,73.67378499776966,20.408894657769608,53.26489034000005,72728.61375389041,20147.06610707863,52581.54764681178
JFK,MAD,transatlantic,0.1588794726514815,711.3587142857143,113.02029739175019,320.9464165346327,35.81256867862627,285.1338478560064,36273.45944356072,4047.5471624208194,32225.912281139896
MAD,JFK,transatlantic,0.1632930853550043,703.3265714285715,114.84836586072825,320.8183708867035,47.66429847099774,273.1540724157058,36845.46563443894,5474.166789292099,31371.298845146837
MAD,ORY,regional,0.2714973544625948,1165.2614285714285,316.36539511444676,98.01849734456039,28.926662130426674,69.09183521413371,31009.660640936196,9151.39489423454,21858.265746701658
FCO,MAD,regional,0.3636769328037064,1131.3857142857144,411.4588863893591,97.57996787138613,46.60483802535151,50.97512984603462,40150.14491426998,19175.97475426759,20974.170160002388
BIO,MAD,regional,0.511029779602916,849.1658571428571,433.9490408220355,79.29015147185783,31.927060667388858,47.36309080446897,34407.88517784661,13854.717352880332,20553.167824966276
MAD,BIO,regional,0.5119660955043623,849.3355714285715,434.8310162772522,79.06672900371547,31.985558789733936,47.08117021398153,34380.66612640369,13908.313034735806,20472.353091667886
MAD,FCO,regional,0.3521977876564765,1141.0687142857141,401.8818767354486,95.03889982083679,45.133798383908754,49.905101436928035,38194.41142287018,18138.455598724606,20055.95582414557
ORY,MAD,regional,0.2623367444360128,1118.7234285714287,293.4822621757229,94.71000099644337,27.95063769760205,66.75936329884132,27795.70534310117,8203.016380746289,19592.68896235488
MAD,MXP,regional,0.4013542685219186,635.8374285714286,255.1960660431434,104.35625028155965,45.8233744286851,58.532875852874554,26631.3045388677,11693.944887022411,14937.359651845287
MXP,MAD,regional,0.3965362550620497,632.2577142857143,250.71310625694855,99.34796794679332,45.27328229545717,54.07468565133615,24907.837644256313,11350.60523474178,13557.23240951453
AMS,JFK,transatlantic,0.4406592894639291,345.7715714285714,152.3674549825405,211.8238108400127,132.41783002288037,79.40598081713233,32275.054962395807,20176.167754896924,12098.887207498885
JFK,AMS,transatlantic,0.4343506229584075,341.0904285714286,148.1528401351502,211.8238108400127,130.5202828710373,81.3035279689754,31382.2991841987,19336.95060258737,12045.348581611326
AMS,MAD,regional,0.2852779311207762,618.0934285714286,176.32841454220443,102.84637549618085,39.195537940519365,63.65083755566149,18134.738332653793,6911.2870621806005,11223.451270473193
MAD,AMS,regional,0.2852786659014143,617.8288571428571,176.25339212110978,102.68408044253374,39.195639269691384,63.48844117284236,18098.41749483348,6908.364377638484,11190.053117194995
BCN,AGP,regional,0.2816671787287788,912.36,256.98186718498863,65.87377212272263,26.553193340469175,39.32057878225345,16928.36495861571,6823.689204357774,10104.675754257938
