origin,destination,type,f_iberia,demand_pax_week,pax_served_week,price_eur,op_cost_per_pax,margin_per_pax,total_revenue_week,total_op_cost_week,total_margin_week
MAD,LHR,regional,0.2888234086921709,1132.747714285714,327.1640560282652,141.94489605840718,35.28115837899482,106.66373767941236,46439.267926979,11542.726876647557,34896.54105033145
LHR,MAD,regional,0.2877493453458249,1136.9781428571428,327.1647162796546,137.0827258118471,35.14988547316562,101.93284033868147,44848.63109707464,11499.802308090582,33348.82878898406
LHR,BCN,regional,0.2164640072535498,1021.1625714285716,221.0449422687679,106.76014081677111,25.26479737783819,81.49534343893292,23598.789163448702,5584.655677816361,18014.13348563234
BCN,LHR,regional,0.2332352896561828,947.7099999999999,221.03941636006098,106.7601408167711,27.2229537097714,79.5371871069997,23598.19921665701,6017.345799604827,17580.85341705218
SVQ,BCN,regional,0.2354661701073957,1245.0295714285714,293.16234485473797,70.1823750378,22.892013155109744,47.290361882690256,20574.829633556077,6711.076254997481,13863.753378558597
BCN,SVQ,regional,0.2355131119581731,1244.7814285714285,293.1623479505975,70.1823750378,22.896576582466803,47.28579845533319,20574.82985083085,6712.414150946635,13862.415699884215
BIO,MAD,regional,0.2593712877958599,849.1658571428571,220.24924191941804,79.29015147185783,16.823675646807743,62.46647582505008,17463.595753352514,3705.4018075075805,13758.193945844934
MAD,BIO,regional,0.2593195019316903,849.3355714285715,220.24927735572473,79.06672900371547,16.82031395054685,62.24641505316862,17414.389925949254,3704.661992504359,13709.727933444894
MAD,VLC,regional,0.2447704596707481,773.2588571428571,189.27092590733446,72.54035604379727,15.12481907171209,57.415536972085185,13729.780354057215,2862.688509883858,10867.091844173357
VLC,MAD,regional,0.2459273911488863,769.62,189.27063877600585,69.46966420185969,15.196331063992776,54.27333313786691,13148.56771904061,2876.2192875335736,10272.348431507036
BCN,AGP,regional,0.2157549844590178,912.36,196.8462176210295,65.87377212272263,20.406939019329293,45.466833103393334,12967.002882787565,4017.0287591779725,8949.974123609592
AGP,BCN,regional,0.215798516497208,912.1758571428572,196.8461967559977,65.87377212272263,20.411058608433777,45.46271351428885,12967.001508329215,4017.839258833956,8949.162249495259
BCN,LIS,regional,0.1575850682666247,595.4348571428571,93.83164261118506,71.22830686957435,17.402588510047085,53.82571835952727,6683.469033985719,1632.9134655842536,5050.555568401465
LIS,BCN,regional,0.1577743458522764,594.7207142857143,93.83167166122715,71.22830686957435,17.423485597818683,53.80482127175567,6683.471103171031,1634.8747798086426,5048.596323362388
VLC,SVQ,regional,0.2471025965505714,326.3324285714286,80.63759043865387,68.6816447500067,19.524973825305416,49.15667092470128,5538.3223400041625,1574.4468426504152,3963.875497353747
SVQ,VLC,regional,0.2473491026001673,326.0065714285714,80.63743288461448,68.6816447500067,19.544489850955042,49.13715489905165,5538.3115189335995,1576.017488620416,3962.294030313183
BIO,SVQ,regional,0.2682990554673823,274.6717142857143,73.69416150646384,72.76835980748578,24.086336808685218,48.68202299880056,5362.603260213329,1775.0223948783332,3587.580865334996
SVQ,BIO,regional,0.2683796003375836,274.5894285714286,73.69420109692547,72.76835980748578,24.09355466321976,48.67480514426602,5362.606141146286,1775.5552624910833,3587.0508786552023
LHR,AGP,regional,0.1800149366504712,258.0792857142857,46.45812626865599,98.62744224107865,22.50481238992553,76.12262985115312,4582.046165190607,1045.531415663574,3536.5147495270335
BRU,AGP,regional,0.4302313321582384,258.1577142857143,111.06753732406875,89.92224813506965,64.90153573812763,25.020712396942017,9987.44265100602,7208.453742983873,2778.9889080221474
AGP,BRU,regional,0.4310203764134807,257.68557142857145,111.06773199346573,89.92224813506965,65.02045119112643,24.901796943943225,9987.46015611584,7221.67404699025,2765.78610912559
AGP,LHR,regional,0.2058631123816499,193.90785714285713,39.918474986684906,98.62744224107865,29.95250400911846,68.6749382319602,3937.0570861012084,1195.6582820765746,2741.398804024634
BIO,AGP,regional,0.2899918629365872,219.67614285714285,63.70429390986671,68.45975689240841,26.76332270890202,41.69643418350638,4361.180474072009,1704.9385758525045,2656.241898219504
AGP,BIO,regional,0.2899926659174651,219.67557142857143,63.70430459551395,68.45975689240841,26.763392341703515,41.69636455070489,4361.181205608821,1704.943297745126,2656.2379078636945
