i,j,o,d,value
i2          ,i7          ,i5          ,i8          ,-0.000000002407842
i2          ,i7          ,i6          ,i1          ,-0.000000002901400
i2          ,i7          ,i6          ,i2          ,-0.000000002348630
i2          ,i7          ,i6          ,i3          ,0.000000008592223
i2          ,i7          ,i6          ,i4          ,0.000000006452249
i2          ,i7          ,i6          ,i5          ,0.000000024165077
i2          ,i7          ,i6          ,i6          ,0.000000000000000
i2          ,i7          ,i6          ,i7          ,-0.000000002423990
i2          ,i7          ,i6          ,i8          ,0.000001058066268
i2          ,i7          ,i7          ,i1          ,-0.000000003090196
i2          ,i7          ,i7          ,i2          ,-0.000000001553519
i2          ,i7          ,i7          ,i3          ,0.000000000000000
i2          ,i7          ,i7          ,i4          ,-0.000000000238662
i2          ,i7          ,i7          ,i5          ,0.000000000000000
i2          ,i7          ,i7          ,i6          ,-0.000000002206275
i2          ,i7          ,i7          ,i7          ,0.000000000000000
i2          ,i7          ,i7          ,i8          ,0.000000000000000
i2          ,i7          ,i8          ,i1          ,-0.000000002026930
i2          ,i7          ,i8          ,i2          ,-0.000000002273343
i2          ,i7          ,i8          ,i3          ,-0.000000002223690
i2          ,i7          ,i8          ,i4          ,-0.000000002262490
i2          ,i7          ,i8          ,i5          ,-0.000000002383490
i2          ,i7          ,i8          ,i6          ,0.000011076490618
i2          ,i7          ,i8          ,i7          ,0.000081924675314
i2          ,i7          ,i8          ,i8          ,0.000000000000000
i2          ,i8          ,i1          ,i1          ,0.000000000000000
i2          ,i8          ,i1          ,i2          ,-0.000000004031210
i2          ,i8          ,i1          ,i3          ,0.000000001151974
i2          ,i8          ,i1          ,i4          ,0.000000003980578
i2          ,i8          ,i1          ,i5          ,0.000000003857384
i2          ,i8          ,i1          ,i6          ,0.000000002012583
i2          ,i8          ,i1          ,i7          ,0.000000004160910
i2          ,i8          ,i1          ,i8          ,0.000000011394992
i2          ,i8          ,i2          ,i1          ,0.000000005704071
i2          ,i8          ,i2          ,i2          ,0.000000000000000
i2          ,i8          ,i2          ,i3          ,0.000000004584960
i2          ,i8          ,i2          ,i4          ,0.000000002836295
i2          ,i8          ,i2          ,i5          ,0.000000012829538
i2          ,i8          ,i2          ,i6          ,0.000000012911124
i2          ,i8          ,i2          ,i7          ,0.000000374216168
i2          ,i8          ,i2          ,i8          ,0.000000015092415
i2          ,i8          ,i3          ,i1          ,0.000000001747210
i2          ,i8          ,i3          ,i2          ,0.000000000332719
i2          ,i8          ,i3          ,i3          ,0.000000000000000
i2          ,i8          ,i3          ,i4          ,0.000000003397193
i2          ,i8          ,i3          ,i5          ,0.000000004267077
i2          ,i8          ,i3          ,i6          ,0.000000193959959
i2          ,i8          ,i3          ,i7          ,0.000082758059773
i2          ,i8          ,i3          ,i8          ,0.000000009382655
i2          ,i8          ,i4          ,i1          ,0.000000003750453
i2          ,i8          ,i4          ,i2          ,-0.000000005470213
i2          ,i8          ,i4          ,i3          ,0.000000002231341
i2          ,i8          ,i4          ,i4          ,0.000000000000000
i2          ,i8          ,i4          ,i5          ,0.000000004928890
i2          ,i8          ,i4          ,i6          ,0.000000005922701
i2          ,i8          ,i4          ,i7          ,0.000000236555655
i2          ,i8          ,i4          ,i8          ,0.000000013118943
i2          ,i8          ,i5          ,i1          ,0.000000003480804
i2          ,i8          ,i5          ,i2          ,0.000000001022679
i2          ,i8          ,i5          ,i3          ,0.000000003724558
i2          ,i8          ,i5          ,i4          ,0.000000005037504
i2          ,i8          ,i5          ,i5          ,0.000000000000000
i2          ,i8          ,i5          ,i6          ,0.000000106079038
i2          ,i8          ,i5          ,i7          ,0.000000000000000
i2          ,i8          ,i5          ,i8          ,0.000000009851240
i2          ,i8          ,i6          ,i1          ,0.000000001453008
i2          ,i8          ,i6          ,i2          ,0.000000004030995
i2          ,i8          ,i6          ,i3          ,0.000000053334385
i2          ,i8          ,i6          ,i4          ,0.000000033587216
i2          ,i8          ,i6          ,i5          ,0.000000109757670
i2          ,i8          ,i6          ,i6          ,0.000000000000000
i2          ,i8          ,i6          ,i7          ,0.000000004275639
i2          ,i8          ,i6          ,i8          ,0.000015356805773
i2          ,i8          ,i7          ,i1          ,0.000000003485842
i2          ,i8          ,i7          ,i2          ,0.000000017074028
i2          ,i8          ,i7          ,i3          ,0.000071602681715
i2          ,i8          ,i7          ,i4          ,0.000000119023381
i2          ,i8          ,i7          ,i5          ,0.000000000000000
i2          ,i8          ,i7          ,i6          ,0.000000004245360
i2          ,i8          ,i7          ,i7          ,0.000000000000000
i2          ,i8          ,i7          ,i8          ,0.001283406649099
i2          ,i8          ,i8          ,i1          ,0.000000002455987
i2          ,i8          ,i8          ,i2          ,0.000000000852502
i2          ,i8          ,i8          ,i3          ,0.000000001814929
i2          ,i8          ,i8          ,i4          ,0.000000002008060
i2          ,i8          ,i8          ,i5          ,0.000000001756024
i2          ,i8          ,i8          ,i6          ,0.000000000000000
i2          ,i8          ,i8          ,i7          ,0.000000000000000
i2          ,i8          ,i8          ,i8          ,0.000000000000000
i3          ,i1          ,i1          ,i1          ,0.000000000000000
i3          ,i1          ,i1          ,i2          ,-0.000000000207644
i3          ,i1          ,i1          ,i3          ,-0.000000001359115
i3          ,i1          ,i1          ,i4          ,0.000000000563482
i3          ,i1          ,i1          ,i5          ,0.000000000631330
i3          ,i1          ,i1          ,i6          ,-0.000000000138510
i3          ,i1          ,i1          ,i7          ,0.000000000713586
i3          ,i1          ,i1          ,i8          ,0.000000000175624
i3          ,i1          ,i2          ,i1          ,-0.000000003613398
i3          ,i1          ,i2          ,i2          ,0.000000000000000
i3          ,i1          ,i2          ,i3          ,-0.000000001546265
i3          ,i1          ,i2          ,i4          ,-0.000000005242653
i3          ,i1          ,i2          ,i5          ,0.000000001518311
i3          ,i1          ,i2          ,i6          ,-0.000000002981487
i3          ,i1          ,i2          ,i7          ,0.000000114308207
i3          ,i1          ,i2          ,i8          ,0.000000000589628
i3          ,i1          ,i3          ,i1          ,0.000000117785183
i3          ,i1          ,i3          ,i2          ,0.000000001762355
i3          ,i1          ,i3          ,i3          ,0.000000000000000
i3          ,i1          ,i3          ,i4          ,0.000000009322382
i3          ,i1          ,i3          ,i5          ,0.000000005865493
i3          ,i1          ,i3          ,i6          ,0.000000246293197
i3          ,i1          ,i3          ,i7          ,0.000078488505096
i3          ,i1          ,i3          ,i8          ,0.000000003779058
i3          ,i1          ,i4          ,i1          ,0.000000005555401
i3          ,i1          ,i4          ,i2          ,-0.000000005461867
i3          ,i1          ,i4          ,i3          ,-0.000000001700168
i3          ,i1          ,i4          ,i4          ,0.000000000000000
i3          ,i1          ,i4          ,i5          ,0.000000002039401
i3          ,i1          ,i4          ,i6          ,0.000000002808541
i3          ,i1          ,i4          ,i7          ,0.000000160491376
i3          ,i1          ,i4          ,i8          ,0.000000001443346
i3          ,i1          ,i5          ,i1          ,0.000000008070591
i3          ,i1          ,i5          ,i2          ,0.000000001069329
i3          ,i1          ,i5          ,i3          ,-0.000000000334652
i3          ,i1          ,i5          ,i4          ,0.000000002988747
i3          ,i1          ,i5          ,i5          ,0.000000000000000
i3          ,i1          ,i5          ,i6          ,0.000000078779431
i3          ,i1          ,i5          ,i7          ,0.000000000000000
i3          ,i1          ,i5          ,i8          ,0.000000002124592
i3          ,i1          ,i6          ,i1          ,0.000000003069963
i3          ,i1          ,i6          ,i2          ,0.000000004187877
i3          ,i1          ,i6          ,i3          ,0.000000022432723
i3          ,i1          ,i6          ,i4          ,0.000000021525432
i3          ,i1          ,i6          ,i5          ,0.000000072068342
i3          ,i1          ,i6          ,i6          ,0.000000000000000
i3          ,i1          ,i6          ,i7          ,0.000000001711496
i3          ,i1          ,i6          ,i8          ,0.000002529118305
i3          ,i1          ,i7          ,i1          ,0.000000005732829
i3          ,i1          ,i7          ,i2          ,0.000000019820058
i3          ,i1          ,i7          ,i3          ,0.000034869460217
i3          ,i1          ,i7          ,i4          ,0.000000085920253
i3          ,i1          ,i7          ,i5          ,0.000000000000000
i3          ,i1          ,i7          ,i6          ,0.000000001691388
i3          ,i1          ,i7          ,i7          ,0.000000000000000
i3          ,i1          ,i7          ,i8          ,0.000146294497138
i3          ,i1          ,i8          ,i1          ,0.000000006452583
i3          ,i1          ,i8          ,i2          ,0.000000000212800
i3          ,i1          ,i8          ,i3          ,0.000000000344555
i3          ,i1          ,i8          ,i4          ,0.000000003021865
i3          ,i1          ,i8          ,i5          ,0.000000002492876
i3          ,i1          ,i8          ,i6          ,0.000008384615653
i3          ,i1          ,i8          ,i7          ,0.000054634910735
i3          ,i1          ,i8          ,i8          ,0.000000000000000
i3          ,i2          ,i1          ,i1          ,0.000000000000000
i3          ,i2          ,i1          ,i2          ,-0.000000003933294
i3          ,i2          ,i1          ,i3          ,0.000000000431554
i3          ,i2          ,i1          ,i4          ,0.000000004758759
i3          ,i2          ,i1          ,i5          ,0.000000004324481
i3          ,i2          ,i1          ,i6          ,0.000000002094284
i3          ,i2          ,i1          ,i7          ,0.000000004804819
i3          ,i2          ,i1          ,i8          ,0.000000004531227
i3          ,i2          ,i2          ,i1          ,0.000000009190012
i3          ,i2          ,i2          ,i2          ,0.000000000000000
i3          ,i2          ,i2          ,i3          ,0.000000000328844
i3          ,i2          ,i2          ,i4          ,0.000000020531698
i3          ,i2          ,i2          ,i5          ,0.000000002641734
i3          ,i2          ,i2          ,i6          ,0.000000010358554
i3          ,i2          ,i2          ,i7          ,0.000000000301436
i3          ,i2          ,i2          ,i8          ,0.000000001630338
i3          ,i2          ,i3          ,i1          ,0.000000029585765
i3          ,i2          ,i3          ,i2          ,0.000000094221690
i3          ,i2          ,i3          ,i3          ,0.000000000000000
i3          ,i2          ,i3          ,i4          ,0.000000022069224
i3          ,i2          ,i3          ,i5          ,0.000000017004119
i3          ,i2          ,i3          ,i6          ,0.000000681386681
i3          ,i2          ,i3          ,i7          ,0.007266013141284
i3          ,i2          ,i3          ,i8          ,0.000000011353643
i3          ,i2          ,i4          ,i1          ,0.000000004969581
i3          ,i2          ,i4          ,i2          ,-0.000000004381615
i3          ,i2          ,i4          ,i3          ,0.000000000219619
i3          ,i2          ,i4          ,i4          ,0.000000000000000
i3          ,i2          ,i4          ,i5          ,0.000000005697612
i3          ,i2          ,i4          ,i6          ,0.000000007020878
i3          ,i2          ,i4          ,i7          ,0.000000254354368
i3          ,i2          ,i4          ,i8          ,0.000000005519748
i3          ,i2          ,i5          ,i1          ,0.000000004971052
i3          ,i2          ,i5          ,i2          ,0.000000014224677
i3          ,i2          ,i5          ,i3          ,0.000000002159751
i3          ,i2          ,i5          ,i4          ,0.000000006245983
i3          ,i2          ,i5          ,i5          ,0.000000000000000
i3          ,i2          ,i5          ,i6          ,0.000000115010878
i3          ,i2          ,i5          ,i7          ,0.000000000000000
i3          ,i2          ,i5          ,i8          ,0.000000006007515
i3          ,i2          ,i6          ,i1          ,0.000000002284569
i3          ,i2          ,i6          ,i2          ,0.000000039842702
i3          ,i2          ,i6          ,i3          ,0.000000035881191
i3          ,i2          ,i6          ,i4          ,0.000000037800795
i3          ,i2          ,i6          ,i5          ,0.000000119429139
i3          ,i2          ,i6          ,i6          ,0.000000000000000
i3          ,i2          ,i6          ,i7          ,0.000000005247868
i3          ,i2          ,i6          ,i8          ,0.000004407842773
i3          ,i2          ,i7          ,i1          ,0.000000004760000
i3          ,i2          ,i7          ,i2          ,0.000000142339641
i3          ,i2          ,i7          ,i3          ,0.000054224113108
i3          ,i2          ,i7          ,i4          ,0.000000130101651
i3          ,i2          ,i7          ,i5          ,0.000000000000000
i3          ,i2          ,i7          ,i6          ,0.000000005219454
i3          ,i2          ,i7          ,i7          ,0.000000000000000
i3          ,i2          ,i7          ,i8          ,0.000280278335351
i3          ,i2          ,i8          ,i1          ,0.000000004626107
i3          ,i2          ,i8          ,i2          ,0.000000008746886
i3          ,i2          ,i8          ,i3          ,0.000000003336863
i3          ,i2          ,i8          ,i4          ,0.000000006168159
i3          ,i2          ,i8          ,i5          ,0.000000006122209
i3          ,i2          ,i8          ,i6          ,0.000015287185349
i3          ,i2          ,i8          ,i7          ,0.000070166057739
i3          ,i2          ,i8          ,i8          ,0.000000000000000
i3          ,i3          ,i1          ,i1          ,0.000000000000000
i3          ,i3          ,i1          ,i2          ,0.000000000000000
i3          ,i3          ,i1          ,i3          ,0.000000000000000
i3          ,i3          ,i1          ,i4          ,0.000000000000000
i3          ,i3          ,i1          ,i5          ,0.000000000000000
i3          ,i3          ,i1          ,i6          ,0.000000000000000
i3          ,i3          ,i1          ,i7          ,0.000000000000000
i3          ,i3          ,i1          ,i8          ,0.000000000000000
i3          ,i3          ,i2          ,i1          ,0.000000000000000
i3          ,i3          ,i2          ,i2          ,0.000000000000000
i3          ,i3          ,i2          ,i3          ,0.000000000000000
i3          ,i3          ,i2          ,i4          ,0.000000000000000
i3          ,i3          ,i2          ,i5          ,0.000000000000000
i3          ,i3          ,i2          ,i6          ,0.000000000000000
i3          ,i3          ,i2          ,i7          ,0.000000000000000
i3          ,i3          ,i2          ,i8          ,0.000000000000000
i3          ,i3          ,i3          ,i1          ,0.000000000000000
i3          ,i3          ,i3          ,i2          ,0.000000000000000
i3          ,i3          ,i3          ,i3          ,0.000000000000000
i3          ,i3          ,i3          ,i4          ,0.000000000000000
i3          ,i3          ,i3          ,i5          ,0.000000000000000
i3          ,i3          ,i3          ,i6          ,0.000000000000000
i3          ,i3          ,i3          ,i7          ,0.000000000000000
i3          ,i3          ,i3          ,i8          ,0.000000000000000
i3          ,i3          ,i4          ,i1          ,0.000000000000000
i3          ,i3          ,i4          ,i2          ,0.000000000000000
i3          ,i3          ,i4          ,i3          ,0.000000000000000
i3          ,i3          ,i4          ,i4          ,0.000000000000000
i3          ,i3          ,i4          ,i5          ,0.000000000000000
i3          ,i3          ,i4          ,i6          ,0.000000000000000
i3          ,i3          ,i4          ,i7          ,0.000000000000000
i3          ,i3          ,i4          ,i8          ,0.000000000000000
i3          ,i3          ,i5          ,i1          ,0.000000000000000
i3          ,i3          ,i5          ,i2          ,0.000000000000000
i3          ,i3          ,i5          ,i3          ,0.000000000000000
i3          ,i3          ,i5          ,i4          ,0.000000000000000
i3          ,i3          ,i5          ,i5          ,0.000000000000000
i3          ,i3          ,i5          ,i6          ,0.000000000000000
i3          ,i3          ,i5          ,i7          ,0.000000000000000
i3          ,i3          ,i5          ,i8          ,0.000000000000000
i3          ,i3          ,i6          ,i1          ,0.000000000000000
i3          ,i3          ,i6          ,i2          ,0.000000000000000
i3          ,i3          ,i6          ,i3          ,0.000000000000000
i3          ,i3          ,i6          ,i4          ,0.000000000000000
i3          ,i3          ,i6          ,i5          ,0.000000000000000
i3          ,i3          ,i6          ,i6          ,0.000000000000000
i3          ,i3          ,i6          ,i7          ,0.000000000000000
i3          ,i3          ,i6          ,i8          ,0.000000000000000
i3          ,i3          ,i7          ,i1          ,0.000000000000000
i3          ,i3          ,i7          ,i2          ,0.000000000000000
i3          ,i3          ,i7          ,i3          ,0.000000000000000
i3          ,i3          ,i7          ,i4          ,0.000000000000000
i3          ,i3          ,i7          ,i5          ,0.000000000000000
i3          ,i3          ,i7          ,i6          ,0.000000000000000
i3          ,i3          ,i7          ,i7          ,0.000000000000000
i3          ,i3          ,i7          ,i8          ,0.000000000000000
i3          ,i3          ,i8          ,i1          ,0.000000000000000
i3          ,i3          ,i8          ,i2          ,0.000000000000000
i3          ,i3          ,i8          ,i3          ,0.000000000000000
i3          ,i3          ,i8          ,i4          ,0.000000000000000
i3          ,i3          ,i8          ,i5          ,0.000000000000000
i3          ,i3          ,i8          ,i6          ,0.000000000000000
i3          ,i3          ,i8          ,i7          ,0.000000000000000
i3          ,i3          ,i8          ,i8          ,0.000000000000000
i3          ,i4          ,i1          ,i1          ,0.000000000000000
i3          ,i4          ,i1          ,i2          ,-0.000000003776260
i3          ,i4          ,i1          ,i3          ,-0.000000001143272
i3          ,i4          ,i1          ,i4          ,0.000000005170727
i3          ,i4          ,i1          ,i5          ,0.000000000678781
i3          ,i4          ,i1          ,i6          ,0.000000000393561
i3          ,i4          ,i1          ,i7          ,0.000000001444551
i3          ,i4          ,i1          ,i8          ,0.000000001169942
i3          ,i4          ,i2          ,i1          ,-0.000000003827514
i3          ,i4          ,i2          ,i2          ,0.000000000000000
i3          ,i4          ,i2          ,i3          ,0.000000000000000
i3          ,i4          ,i2          ,i4          ,-0.000000004744600
i3          ,i4          ,i2          ,i5          ,0.000000001932614
i3          ,i4          ,i2          ,i6          ,-0.000000002754621
i3          ,i4          ,i2          ,i7          ,0.000000153399533
i3          ,i4          ,i2          ,i8          ,0.000000002025621
i3          ,i4          ,i3          ,i1          ,0.000000013520709
i3          ,i4          ,i3          ,i2          ,0.000000008640014
i3          ,i4          ,i3          ,i3          ,0.000000000000000
i3          ,i4          ,i3          ,i4          ,0.000001599362607
i3          ,i4          ,i3          ,i5          ,0.000000006405045
i3          ,i4          ,i3          ,i6          ,0.000000595261355
i3          ,i4          ,i3          ,i7          ,0.001894578509591
i3          ,i4          ,i3          ,i8          ,0.000000004327536
i3          ,i4          ,i4          ,i1          ,0.000000000167508
i3          ,i4          ,i4          ,i2          ,-0.000000003923077
i3          ,i4          ,i4          ,i3          ,-0.000000001563695
i3          ,i4          ,i4          ,i4          ,0.000000000000000
i3          ,i4          ,i4          ,i5          ,0.000000000249827
i3          ,i4          ,i4          ,i6          ,0.000000000350387
i3          ,i4          ,i4          ,i7          ,0.000000000000000
i3          ,i4          ,i4          ,i8          ,0.000000000000000
i3          ,i4          ,i5          ,i1          ,0.000000001159387
i3          ,i4          ,i5          ,i2          ,0.000000001116628
i3          ,i4          ,i5          ,i3          ,-0.000000000381595
i3          ,i4          ,i5          ,i4          ,0.000000006665650
i3          ,i4          ,i5          ,i5          ,0.000000000000000
i3          ,i4          ,i5          ,i6          ,0.000000089041377
i3          ,i4          ,i5          ,i7          ,0.000000000000000
i3          ,i4          ,i5          ,i8          ,0.000000001494334
i3          ,i4          ,i6          ,i1          ,-0.000000000216231
i3          ,i4          ,i6          ,i2          ,0.000000003886684
i3          ,i4          ,i6          ,i3          ,0.000000020454198
i3          ,i4          ,i6          ,i4          ,0.000000044100680
i3          ,i4          ,i6          ,i5          ,0.000000070609032
i3          ,i4          ,i6          ,i6          ,0.000000000000000
i3          ,i4          ,i6          ,i7          ,0.000000001185337
i3          ,i4          ,i6          ,i8          ,0.000002473755190
i3          ,i4          ,i7          ,i1          ,0.000000000685528
i3          ,i4          ,i7          ,i2          ,0.000000015867744
i3          ,i4          ,i7          ,i3          ,0.000036847758318
i3          ,i4          ,i7          ,i4          ,0.000000159480937
i3          ,i4          ,i7          ,i5          ,0.000000000000000
i3          ,i4          ,i7          ,i6          ,0.000000001167459
i3          ,i4          ,i7          ,i7          ,0.000000000000000
i3          ,i4          ,i7          ,i8          ,0.000163908389504
i3          ,i4          ,i8          ,i1          ,0.000000001693016
i3          ,i4          ,i8          ,i2          ,0.000000001428048
i3          ,i4          ,i8          ,i3          ,0.000000000516798
i3          ,i4          ,i8          ,i4          ,0.000000009812118
i3          ,i4          ,i8          ,i5          ,0.000000001913252
i3          ,i4          ,i8          ,i6          ,0.000014136963940
i3          ,i4          ,i8          ,i7          ,0.000057773411622
i3          ,i4          ,i8          ,i8          ,0.000000000000000
i3          ,i5          ,i1          ,i1          ,0.000000000000000
i3          ,i5          ,i1          ,i2          ,-0.000000004460236
i3          ,i5          ,i1          ,i3          ,-0.000000001625492
i3          ,i5          ,i1          ,i4          ,0.000000002432901
i3          ,i5          ,i1          ,i5          ,0.000000009479532
i3          ,i5          ,i1          ,i6          ,-0.000000000374566
i3          ,i5          ,i1          ,i7          ,0.000000002780569
i3          ,i5          ,i1          ,i8          ,0.000000001673843
i3          ,i5          ,i2          ,i1          ,-0.000000004420904
i3          ,i5          ,i2          ,i2          ,0.000000000000000
i3          ,i5          ,i2          ,i3          ,-0.000000000993356
i3          ,i5          ,i2          ,i4          ,-0.000000005011075
i3          ,i5          ,i2          ,i5          ,0.000000010362599
i3          ,i5          ,i2          ,i6          ,-0.000000002341172
i3          ,i5          ,i2          ,i7          ,0.000000129723464
i3          ,i5          ,i2          ,i8          ,0.000000001650605
i3          ,i5          ,i3          ,i1          ,0.000000005847096
i3          ,i5          ,i3          ,i2          ,0.000000003601974
i3          ,i5          ,i3          ,i3          ,0.000000000000000
i3          ,i5          ,i3          ,i4          ,0.000000016478010
i3          ,i5          ,i3          ,i5          ,0.000000044214370
i3          ,i5          ,i3          ,i6          ,0.000000307193820
i3          ,i5          ,i3          ,i7          ,0.000085484946173
i3          ,i5          ,i3          ,i8          ,0.000000006426860
i3          ,i5          ,i4          ,i1          ,0.000000002140032
i3          ,i5          ,i4          ,i2          ,-0.000000005286434
i3          ,i5          ,i4          ,i3          ,-0.000000001008869
i3          ,i5          ,i4          ,i4          ,0.000000000000000
i3          ,i5          ,i4          ,i5          ,0.000000009080152
i3          ,i5          ,i4          ,i6          ,0.000000004517029
i3          ,i5          ,i4          ,i7          ,0.000000184356996
i3          ,i5          ,i4          ,i8          ,0.000000003269963
i3          ,i5          ,i5          ,i1          ,0.000000001349194
i3          ,i5          ,i5          ,i2          ,0.000000000833470
i3          ,i5          ,i5          ,i3          ,-0.000000000412332
i3          ,i5          ,i5          ,i4          ,0.000000001532212
i3          ,i5          ,i5          ,i5          ,0.000000000000000
i3          ,i5          ,i5          ,i6          ,0.000000000314092
i3          ,i5          ,i5          ,i7          ,0.000000000000000
i3          ,i5          ,i5          ,i8          ,0.000000001112992
i3          ,i5          ,i6          ,i1          ,-0.000000000550267
i3          ,i5          ,i6          ,i2          ,0.000000006043493
i3          ,i5          ,i6          ,i3          ,0.000000027060107
i3          ,i5          ,i6          ,i4          ,0.000000026245029
i3          ,i5          ,i6          ,i5          ,0.000000227678987
i3          ,i5          ,i6          ,i6          ,0.000000000000000
i3          ,i5          ,i6          ,i7          ,0.000000003423434
i3          ,i5          ,i6          ,i8          ,0.000003098343591
i3          ,i5          ,i7          ,i1          ,0.000000002474520
i3          ,i5          ,i7          ,i2          ,0.000000025595479
i3          ,i5          ,i7          ,i3          ,0.000039141607267
i3          ,i5          ,i7          ,i4          ,0.000000104950614
i3          ,i5          ,i7          ,i5          ,0.000000000000000
i3          ,i5          ,i7          ,i6          ,0.000000003401413
i3          ,i5          ,i7          ,i7          ,0.000000000000000
i3          ,i5          ,i7          ,i8          ,0.000172632974136
i3          ,i5          ,i8          ,i1          ,0.000000001826692
i3          ,i5          ,i8          ,i2          ,0.000000001164931
i3          ,i5          ,i8          ,i3          ,0.000000001365571
i3          ,i5          ,i8          ,i4          ,0.000000004719308
i3          ,i5          ,i8          ,i5          ,0.000000009337512
i3          ,i5          ,i8          ,i6          ,0.000009025157841
i3          ,i5          ,i8          ,i7          ,0.000061770072100
i3          ,i5          ,i8          ,i8          ,0.000000000000000
i3          ,i6          ,i1          ,i1          ,0.000000000000000
i3          ,i6          ,i1          ,i2          ,-0.000000004468283
i3          ,i6          ,i1          ,i3          ,-0.000000002691304
i3          ,i6          ,i1          ,i4          ,-0.000000002047776
i3          ,i6          ,i1          ,i5          ,-0.000000002610931
i3          ,i6          ,i1          ,i6          ,0.000000001122091
i3          ,i6          ,i1          ,i7          ,-0.000000000615869
i3          ,i6          ,i1          ,i8          ,-0.000000001959056
i3          ,i6          ,i2          ,i1          ,-0.000000004204307
i3          ,i6          ,i2          ,i2          ,0.000000000000000
i3          ,i6          ,i2          ,i3          ,-0.000000001978324
i3          ,i6          ,i2          ,i4          ,-0.000000005718238
i3          ,i6          ,i2          ,i5          ,-0.000000002020513
i3          ,i6          ,i2          ,i6          ,-0.000000000954560
i3          ,i6          ,i2          ,i7          ,0.000000139463781
i3          ,i6          ,i2          ,i8          ,-0.000000001305635
i3          ,i6          ,i3          ,i1          ,0.000000001288570
i3          ,i6          ,i3          ,i2          ,0.000000000793122
i3          ,i6          ,i3          ,i3          ,0.000000000000000
i3          ,i6          ,i3          ,i4          ,-0.000000001339047
i3          ,i6          ,i3          ,i5          ,-0.000000001246414
i3          ,i6          ,i3          ,i6          ,0.334571482864676
i3          ,i6          ,i3          ,i7          ,0.026672568045920
i3          ,i6          ,i3          ,i8          ,-0.000000001283601
i3          ,i6          ,i4          ,i1          ,-0.000000002134247
i3          ,i6          ,i4          ,i2          ,-0.000000005816138
i3          ,i6          ,i4          ,i3          ,-0.000000003590772
i3          ,i6          ,i4          ,i4          ,0.000000000000000
i3          ,i6          ,i4          ,i5          ,-0.000000002576026
i3          ,i6          ,i4          ,i6          ,0.000000003055408
i3          ,i6          ,i4          ,i7          ,0.000000155366176
i3          ,i6          ,i4          ,i8          ,-0.000000002486800
i3          ,i6          ,i5          ,i1          ,-0.000000002432155
i3          ,i6          ,i5          ,i2          ,-0.000000002183515
i3          ,i6          ,i5          ,i3          ,-0.000000002768536
i3          ,i6          ,i5          ,i4          ,-0.000000002246076
i3          ,i6          ,i5          ,i5          ,0.000000000000000
i3          ,i6          ,i5          ,i6          ,0.000000129764429
i3          ,i6          ,i5          ,i7          ,0.000000000000000
i3          ,i6          ,i5          ,i8          ,-0.000000002250142
i3          ,i6          ,i6          ,i1          ,-0.000000002376810
i3          ,i6          ,i6          ,i2          ,-0.000000002069853
i3          ,i6          ,i6          ,i3          ,-0.000000000924357
i3          ,i6          ,i6          ,i4          ,-0.000000000647919
i3          ,i6          ,i6          ,i5          ,-0.000000000290916
i3          ,i6          ,i6          ,i6          ,0.000000000000000
i3          ,i6          ,i6          ,i7          ,-0.000000002069967
i3          ,i6          ,i6          ,i8          ,0.000000000000000
i3          ,i6          ,i7          ,i1          ,-0.000000003347929
i3          ,i6          ,i7          ,i2          ,0.000000002913305
i3          ,i6          ,i7          ,i3          ,0.000019618463556
i3          ,i6          ,i7          ,i4          ,0.000000029109642
i3          ,i6          ,i7          ,i5          ,0.000000000000000
i3          ,i6          ,i7          ,i6          ,-0.000000002321369
i3          ,i6          ,i7          ,i7          ,0.000000000000000
i3          ,i6          ,i7          ,i8          ,0.000073664358533
i3          ,i6          ,i8          ,i1          ,-0.000000001897648
i3          ,i6          ,i8          ,i2          ,-0.000000001729585
i3          ,i6          ,i8          ,i3          ,-0.000000002377990
i3          ,i6          ,i8          ,i4          ,-0.000000002037126
i3          ,i6          ,i8          ,i5          ,-0.000000002194891
i3          ,i6          ,i8          ,i6          ,0.000017377211851
i3          ,i6          ,i8          ,i7          ,0.000049602918861
i3          ,i6          ,i8          ,i8          ,0.000000000000000
i3          ,i7          ,i1          ,i1          ,0.000000000000000
i3          ,i7          ,i1          ,i2          ,-0.000000005136824
i3          ,i7          ,i1          ,i3          ,-0.000000003329500
i3          ,i7          ,i1          ,i4          ,-0.000000002433409
i3          ,i7          ,i1          ,i5          ,-0.000000002816458
i3          ,i7          ,i1          ,i6          ,-0.000000002139684
i3          ,i7          ,i1          ,i7          ,0.000000000582344
i3          ,i7          ,i1          ,i8          ,-0.000000002454755
i3          ,i7          ,i2          ,i1          ,-0.000000005004385
i3          ,i7          ,i2          ,i2          ,0.000000000000000
i3          ,i7          ,i2          ,i3          ,-0.000000002901298
i3          ,i7          ,i2          ,i4          ,-0.000000005763524
i3          ,i7          ,i2          ,i5          ,-0.000000002372924
i3          ,i7          ,i2          ,i6          ,-0.000000003661533
i3          ,i7          ,i2          ,i7          ,0.000000201089227
i3          ,i7          ,i2          ,i8          ,-0.000000002079015
i3          ,i7          ,i3          ,i1          ,-0.000000001142598
i3          ,i7          ,i3          ,i2          ,-0.000000001447942
i3          ,i7          ,i3          ,i3          ,0.000000000000000
i3          ,i7          ,i3          ,i4          ,-0.000000001734168
i3          ,i7          ,i3          ,i5          ,-0.000000001692361
i3          ,i7          ,i3          ,i6          ,0.000000180248808
i3          ,i7          ,i3          ,i7          ,0.001106985680838
